"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12"
"New York","NY","New York-Newark-Jersey City","Queens County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785000,795293.5,775500,750000,795000,8e+05,837000,825000,809000,899000,925000,929000,988000,999000,990726,978000,995000,1007500,1049000,996500,995000,1100000,1125000,1100000,1125000,1109944,1100000,1068450,1125000,1150000,1155500,1157970
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2,339000,320000,344900,349000,349000,339000,339000,339900,340000,330000,329000,319000,315000,319945,315000,310000,324900,327000,325000,325000,319000,304900,306650,299000,299000,295000,299000,299900,305000,325000,325261.5,334900,339000,325000,333000,335000,349000,350000,379000,399000,399900,409000,425000,425000,429999,434400,429000,419000,422000,439000,449000,460000,469964,475000,479000,470000,469000,469000,465000,450000,439500,455000,475000,489949.5,499900,499989,510000,505000,518000,519000,515000,522450,515000,529000,524000,530000,537500,549000,550000,550000,549949.5,569000,559000,559000,579000,579999.5,585000,599000,599357.5,6e+05,599900,599000,599000,615000,619000,599888,605000,642500,640000,649250,649900,658000,659000,659700,665000,679000,679000,679000
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000,225000,229900,234999,246000,245000,249000,247750,249900,249900,239900,244950,244900,235000,224900,229000,235000,240000,245000,249000,235000,237000,238000,234900,235000,244900,240000,244950,245000,250000,249900,250000,249900,239900,237500,239500,247700,235000
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",4,88100,88200,88200,89000,89900,90000,91999,90000,89900,89900,90000,89900,89900,89925,89900,89500,89000,89000,89750,89900,89000,89000,89500,86500,87000,88000,87700,87900,87500,89900,89900,89750,89000,85000,85000,85000,85000,87500,89500,90000,95000,96900,95000,92750,93000,95000,95900,99000,99500,99500,104000,105000,107900,105000,105000,105000,103500,99000,99500,102500,101000,111950,109000,106000,105700,109750,119000,109900,124850,118500,114937.5,119000,119900,123700,119900,129000,134900,135000,134900,132000,127000,130000,134900,140000,142900,149900,142500,142500,147000,149950,149900,144500,146000,140000,141000,140000,140000,140000,139999,140000,142000,149000,149000,145000,149000,149900,149900,154500
"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",5,199900,219900,229900,225000,220000,219950,229000,2e+05,210000,204499,203450,209700,199900,199999.5,199900,184900,199900,199850,194625,194500,184900,184900,189900,184950,195000,188000,198000,199000,199900,191450,189000,189000,187400,189900,194950,184900,189900,189900,199900,206250,213500,209900,189900,186875,189900,194950,199000,199000,190000,199999,220000,232000,230000,225000,209900,201750,209900,219000,219900,219900,199900,214950,230000,237500,239900,234950,230000,229900,234900,239900,239900,239000,234900,235000,245000,245000,249999,257750,255000,249900,249000,259900,250000,250000,259900,258500,288250,299900,299900,295000,299000,289900,305450,314000,319000,299900,299900,310000,315000,309900,315000,310000,3e+05,299900,299900,3e+05,3e+05,299900
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,104900,105000,110000,110000,112000,112995,105000,114900,116950,117500,115000,115000,119900,119999,120000,124900,125950,125000,124700,124994.5,125000,125000,128500,129900,130000,137500,139250,139970,139900,140000,143900,145000,150000,155000,155000,150000,155000,159900,168000,170000,175000,179000,180000,185000,189000,190000,197000,199900,198450,199900,195250,194850,195000,199999,204900,204900,199900,199000,198900,199500
"San Diego","CA","San Diego-Carlsbad","San Diego County",7,335000,339450,339000,339900,349000,340000,340000,340000,330000,325000,320000,310000,3e+05,298336,295000,299900,295000,296000,299000,289900,277550,274900,275000,278450,280000,279000,285000,279900,290000,299000,3e+05,309000,299900,3e+05,3e+05,310000,325000,339000,345750,349990,359000,360000,375000,375000,379000,379000,370000,379000,389000,399000,399900,399000,379900,394900,405000,405000,4e+05,399000,410000,399900,399000,399900,415000,429000,434900,410000,440000,429900,430000,435000,435500,448000,449000,449000,449000,459000,459000,465000,460000,460000,459000,462500,460000,459900,475000,469900,469000,472000,492043,499900,499694,499000,499000,499949.5,499999,499500,518500,525000,529000,529000,565000,569000,569900,559950,569000,552000,559000,559000
"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",8,179900,179900,185000,179900,179000,179900,175000,169900,174900,168900,167500,159999.5,154000,159000,159000,164900,169000,165000,165000,159900,155375,158500,159350,164900,154900,155000,159900,161450,165950,162500,150000,155500,159000,159950,159950,159950,160000,169000,175000,179900,179700,178000,179700,180000,192750,195000,199500,186500,175000,189950,195000,195000,205500,188250,174900,185000,174900,177990,179000,179000,192500,198500,206500,225000,225000,220000,215000,211000,225000,232000,239000,239900,230000,230000,250000,275000,289900,299500,296500,292047.5,299900,295547.5,285000,289500,309900,319350,319500,329000,339000,342500,334999.5,329000,324948.5,325000,325000,319900,325000,339500,340000,339000,339000,325000,315000,299000,309500,315500,325000,325000
"San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",9,303850,3e+05,309949.5,299900,299000,299000,299000,299000,290000,279888,275000,279000,275000,274449.5,270000,272500,279000,288894,289500,288800,279000,275000,269949.5,269888,269000,274900,275000,279900,299000,299000,299000,299000,298500,315700,332450,335000,349000,375000,378888,385000,399000,399000,399000,399000,4e+05,412250,426500,429000,436500,435000,449000,460000,460000,464000,459000,459000,475444,475000,459500,452500,450000,475000,489500,499000,499900,499950,499956,525000,549000,549000,549888,549000,549975,569975,578000,596944,605000,599000,598000,598000,598888,599000,599000,589000,589000,608888,608884,624944,635000,619000,635000,649000,638000,639888,655884,651415,660440,722450,719000,738000,699944,739000,750000,749000,710000,699950,699444,699999.5
"Austin","TX","Austin-Round Rock","Travis County",10,195483.5,197000,199000,199000,199900,199900,209000,209000,199900,194950,199900,206975,199900,199600,199500,199900,204950,197499.5,195000,195999.5,194500,199900,197950,195000,193950,199950,205900,210000,209000,2e+05,199900,197945,209950,209950,220948,227750,252250,225250,220598,224000,249990,249990,254990,249990,249990,260990,267990,262990,275545.5,279900,281990,284990,291990,286990,289990,294990,294990,294990,285000,269000,280125,290484,297350,3e+05,299990,299990,299000,302990,309900,329950,330000,333990,334990,329950,338595,332000,320000,339000,346250,349949.5,364949.5,350000,359000,350000,359000,360000,369790,366055,359900,349900,368500,350000,362495,360000,364990,369450,374990,384990,374999,367400,365000,367737.5,363000,364900,369000,375000,374900,374949.5
"Jacksonville","FL","Jacksonville","Duval County",11,89900,89000,85000,85000,80000,79900,79900,79900,79000,74900,74700,70000,70000,71500,72900,69900,69900,69500,69900,69900,67900,65714.5,65000,62500,65529,62500,59900,63850,62500,62000,64900,64900,64900,64900,59900,65000,68000,65000,65000,67900,69800,73750,69900,69900,64900,60000,62600,60300,62100,65000,69900,69900,69000,69900,75000,74900,74000,75000,74900,74000,74900,75000,78000,82500,84400,82500,80000,85000,85000,89995,89990,88800,89900,91600,98000,98900,99000,1e+05,98450,96750,97990,94945,90000,98000,98995,98990,1e+05,106450,110000,110000,109250,114999,115000,110900,112250,114900,114000,114900,115000,115000,118995,126900,125000,124900,123990,124500,124900,120000
"San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",12,749000,749000,749000,749000,749000,755000,750000,749000,749000,749000,749000,739000,725000,699000,699000,699000,699000,699000,699000,712500,699000,699000,699000,699000,699000,710000,725000,729000,754500,788275,788275,789000,766500,789000,788000,829000,844000,849000,849499.5,849000,799000,835000,850000,849000,899000,895000,899000,899000,899000,975000,949000,899000,899000,949000,939000,895000,929000,959000,994900,1025000,1025000,999000,1032000,998000,998000,998000,998000,1011500,1095000,1095000,1095000,1095000,999000,1099000,1149000,1195000,1195000,1186500,1125000,1129000,1100000,1098000,1099000,1118000,1125000,1200000,1225000,1199000,1200000,1199000,1199000,1215000,1195000,1199000,1260500,1325000,1349000,1298000,1295000,1282500,1299000,1295000,1285000,1299500,1295000,1280000,1249000,1229000
"Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",13,70000,72500,74900,78900,78000,77900,75900,74900,77900,77900,79900,70000,69900,71900,75000,78000,79900,80000,79900,79900,78925,75000,69999,69900,68949.5,69900,70500,77950,78000,75000,74900,75000,74000,74899.5,72900,72500,72800,75000,75000,79000,79900,83400,83790,81900,82000,82900,79900,79000,76900,79849.5,82700,84900,84900,85900,84000,81900,79900,79500,79900,75450,75450,74900,79000,82000,84999.5,84500,79900,75950,74900,73000,72500,69900,67900,64900,67900,68000,69900,69900,69900,69900,69500,69900,69900,69900,72500,78250,79700,84500,89000,89900,89499,89900,94900,95000,94900,89700,90000,99900,106900,106900,105000,104900,109000,110000,115000,113000,114900,105000
"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,170000,175000,180500,177500,169900,169900,169900,167950,165000,180000,165000,176500,189000,184900,179900,179900,185000,184000,184950,179250,185000,209900,215000,215900,217297.5,223000,214900,209900,209000,219900,218500,219900,224700
"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215000,217063,219900,238000,214528,212150,219950,214700,199000,212250,209900,219995,229000,234950,229000,235000,239900,239950,250000,252500,249950,249950
"Columbus","OH","Columbus","Franklin County",16,99900,99900,99999,103000,101000,99900,99900,99000,97900,99900,96450,94500,89900,94900,92900,91400,94900,95300,95000,93000,92000,91500,89900,84900,84900,84900,88650,89900,92500,93900,90000,89900,86900,86900,79900,79000,79000,79900,84000,85000,89900,89900,89900,88900,87900,85950,84900,84900,83900,84900,86900,89900,93900,99500,99000,95000,91500,91900,89900,87000,87250,89900,94900,98500,104950,104900,105000,1e+05,101035,98900,97500,94900,95000,99900,112900,117900,114900,114900,114900,114900,117950,119900,123900,116950,109900,115950,117000,124900,129900,134900,134999.5,135450,134999,144000,141250,129900,129900,134450,139400,141250,137900,143500,139400,134900,134900,129900,129900,132850
"Tucson","AZ","Tucson","Pima County",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162000,159450,135900,141450,149900,159900,157900,139945,143950,147450,162400,164900
"Louisville","KY","Louisville/Jefferson County","Jefferson County",18,169493.5,171750,172770,172770,179450,185000,197450,194950,188000,189900,185000,175000,174900,175000,179900,189000,189000,189250,189500,198250,199900,193000,195500,180000,179500,185750,195000,199000,182500,184900,192400,189950,179950,185000,199900,190000,184950,179900,186500,190000,197500,190000,2e+05,191000,199900,213449.5,199250,174900,165950,167250,174750,199000,195950,214450,219900,219450,219000,215000,220000,219950,229900,225475,239000,239900,258700,269950,261950,249900,260000,264900,255000,250000,259950,248000,247750,259250,264500,266000,259250,255250,254950,249900,259950,239950,249975,260000,269900,290000,305000,299900,3e+05,299000,289000,287900,289000,275000,274950,287450,293500,299000,305495,308995,309900,299900,298900,305945,315000,309000
"El Paso","TX","El Paso","El Paso County",19,94000,89999.5,90000,89950,89900,87000,88000,89875,89949.5,87750,88000,88000,89900,89900,96000,98500,99900,103425,99450,99900,99000,89995,89997.5,92500,89500,89500,89900,90000,92000,89900,89925,92950,93100,90000,93000,93100,89000,85000,85887.5,85000,84400,84400,82475,84000,86900,89000,94500,98350,96500,96000,89499.5,89000,98750,105000,1e+05,95000,102450,89925,91500,95000,95000,95000,96000,101472.5,104995,104997.5,105000,1e+05,93700,95000,90000,93000,102250,91450,94000,89900,89900,87000,89995,89995,89745,89000,94999,102450,101950,101000,104900,96000,95000,96000,92000,94000,94500,97750,96000,100200,99400,99950,99900,99800,99850,111750,114950,115000,115000,111775,99950,105000
"Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",20,70000,70000,69900,69000,69000,65000,64900,64900,60000,62900,64950,64900,64900,62950,62000,59900,59950,60000,59900,60000,60000,61625,59900,59000,59900,58900,59900,59900,60000,61875,63000,65000,69900,69000,69900,78000,71700,73900,75000,75120,78250,79900,81500,84900,85000,87000,84900,80000,85000,85000,86000,85250,87000,85000,91500,90000,91900,94900,89400,90000,91950,89900,93500,96900,99000,99500,99900,105000,109990,110000,111900,119000,115000,112000,115000,119000,119900,119995,120000,120000,125000,124900,125000,124999.5,125000,129900,131000,135000,135000,130000,135000,139990,145000,149900,149000,144900,144950,147900,155000,149000,149900,159900,155000,159900,158750,154900,154950,155000
"Denver","CO","Denver-Aurora-Lakewood","Denver County",21,249500,244975,240000,244500,249000,244500,239000,239000,239900,235000,229900,216000,214900,217700,215000,215000,225000,228000,225000,224900,224950,224900,219900,215000,214900,219900,224900,225000,239000,244900,240000,240000,240000,242450,239900,240000,239900,239900,259900,275000,279000,279900,291250,279000,279000,275000,269900,269000,274945.5,280000,299900,299900,325000,339000,325000,325000,330000,349000,349900,350000,364900,355000,369000,379450,375000,381995,379900,369900,365000,375000,385000,385000,395000,399999.5,405900,414999,422500,415000,410000,4e+05,410000,409000,409900,409900,415500,415000,430000,449000,440000,439900,442500,450000,449000,429000,425000,439500,449500,450000,459900,465000,460000,460000,450000,445000,449000,444306.5,445000,445000
"Seattle","WA","Seattle-Tacoma-Bellevue","King County",22,375000,375000,350000,349900,349950,350000,349950,349000,340000,339950,339950,335000,329975,329900,326250,320000,325000,319950,319000,320000,324950,299950,299975,299950,299950,298500,3e+05,323000,325000,325000,325000,325000,332500,331800,329000,329000,339900,349000,349974.5,350000,365000,375000,374950,376300,375000,375000,359000,349925,350000,360000,370000,375000,374475,375000,379000,375000,387000,386000,379950,379900,399950,399950,405450,419000,419000,423725,430000,429700,439000,449725,468000,475000,477000,479950,479950,490000,499950,498750,499000,499000,519950,525450,529950,540000,539950,539475,549950,549950,555000,567000,575000,550000,549995,580000,595000,595000,6e+05,622500,641250,639000,650000,668000,675000,649000,645000,645000,648700,629999
"Memphis","TN","Memphis","Shelby County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,57325,66000,63530,55000,55000,50500,49900,50000,50000,49900,50000,53000,51950,48000,49900,52831,52900,51500,52900,52865.5,53000,56910,57250,59900,62700,59416,51788,60000,64000,59900,57800
"Boston","MA","Boston-Cambridge-Newton","Suffolk County",24,419000,415000,399900,399000,399000,399000,389000,369000,379000,379000,388800,388800,379000,379900,379000,385000,399000,399000,389000,389900,399000,410000,399900,409500,439000,449000,434000,429450,429000,434700,429900,429000,429250,449000,449000,449000,459000,492000,492500,496944,489000,498000,499000,499000,489500,489000,489000,499000,499000,549250,499000,490000,499000,479900,499000,499000,499900,515000,525000,550000,569000,597250,569000,565000,555000,550000,539000,581405,582202.5,579000,579999.5,588202.5,627750,639950,631950,662000,649000,629000,649000,679000,688195,675000,689500,669000,648720,699000,732450,719000,739000,735000,735000,795000,798187.5,799000,795000,799900,834460,799000,839000,799945,799000,799000,825000,799000,789000,767000,749000,749000
"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",25,312500,354477.5,375000,404950,414950,414900,399900,379000,379000,389000,379000,365000,349000,349000,350000,369900,384750,399000,399995,399000,419000,419000,409000,420000,439000,450000,459250,460000,462000,469000,474727.5,462000,474900,478988,487000,479000,469027.5,469950,477449.5,489450,499945,524900,512000,495000,499000,507000,499900,489000,499000,519500,525000,549000,524900,538000,522400,499900,5e+05,499900,489450,475000,459900,489000,5e+05,546000,559000,549000,515000,499999.5,539000,539898,525000,524900,525000,562500,569900,569900,575000,575000,579000,574620,575000,575000,568450,574727.5,579000,575000,579000,575000,590000,599000,579250,569900,580000,580000,575000,549900,549500,569900,599000,599000,599950,617000,599999,599900,614900,605920,599900,599000
"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000,225000,229900,230000,229250,229000,229000,230000,230000,234900,246450,250000,266604,275750,269927.5,269875,269900,264500,264500,269000,273900,274674,275000,275000,280000,284949.5,279900,269900,265000,259500,250000,252950,249900
"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",27,239900,239950,244950,242500,240000,244950,239950,239000,234900,229900,225000,225000,219900,214985,214900,209000,2e+05,210000,219900,219777,229900,225000,217500,208900,205000,199900,214250,225000,229900,239000,239900,239000,229500,232000,236700,235000,235000,242500,249250,247500,249375,250000,255000,249900,249900,249950,249900,240000,244900,258000,269900,279900,269900,289900,289000,289000,279900,269500,269900,269000,274950,285000,289950,3e+05,3e+05,310000,310000,310000,309500,319900,329000,329000,319000,325000,339000,349900,349900,350000,350000,350000,353950,360000,365000,365000,364900,369900,370000,395000,389925,390000,395000,392000,395000,389000,379900,379000,379900,390000,399500,399999,405000,411000,399999,399900,399900,399000,389900,380000
"Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234900,225000,234900,238000,228500,232000,234900,234500,238000,232750,235999.5,227000,227000,239900,248500.5,259900,258500,250000,250000,241000,245000,245000,244450,245000,249970,249985,257000,265000,263900,262900,269000,264475,263950,263900,265000,259926
"Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",29,139900,135900,134900,129900,125000,124900,119900,120750,119900,117000,119877,115000,113000,115000,105000,99900,100450,99900,99900,97500,97700,94900,92500,85000,83950,83750,79900,84900,75000,75900,75000,77075,79900,79900,81500,79900,79900,79900,89500,87000,89900,89900,89900,92000,89900,85450,88900,84700,74900,74900,79900,89000,99900,99900,99500,89900,90949.5,89900,84900,79900,82400,86500,84900,95000,109950,104450,98900,99900,99250,99900,99900,104700,102000,112500,118750,119000,119900,119900,119900,119900,117900,117450,117900,104950,99900,102450,109900,109500,109900,114800,110900,108900,110450,113500,105000,104900,98950,97450,102600,109900,114900,119900,119900,119900,119900,119450,114900,109900
"Fresno","CA","Fresno","Fresno County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,107000,110000,109000,110000,122950,126250,119950,119900,119900,127500,119900,124900,130000,129700,129900,119450,124950,129500,125000,125000,132019,129500,130000,129900,133450,136000,138500,138500,135000,131250,130000,135000,139900,135000,135000,135448.5,138200,138950,145000,149900,149000,148500,145000,147500,147500,149995,150000,149000,145000,152500,155000,160000,165000,169900,169900,169900,165000,164000
"Omaha","NE","Omaha-Council Bluffs","Douglas County",31,109805.5,109950,110000,109950,111950,109000,110000,109700,105000,105000,104900,99638.5,99500,99900,1e+05,104900,106495,105000,107500,105000,102000,99999.5,102000,1e+05,1e+05,99900,105000,113900,115000,110000,110000,109500,104900,1e+05,104500,99700,95000,95000,98250,105000,110000,104000,1e+05,99000,104950,1e+05,99999.5,104950,1e+05,105000,105000,109950,110000,108900,105000,107475,105000,99950,95000,95000,96000,1e+05,109500,110500,125000,115000,119900,123950,122200,123000,122000,119450,114500,120000,120000,130000,136000,140000,142950,138500,129700,130000,132250,124900,123900,131250,143750,149950,159900,160000,155000,149700,155000,155750,157750,145000,155000,181750,168000,169950,179900,174000,175450,180000,179900,169000,164000,165000
"Albuquerque","NM","Albuquerque","Bernalillo County",32,159900,159000,158450,157500,158000,158000,159000,157500,154900,149900,149900,145000,145000,145000,145000,144950,144900,142000,139900,139900,139900,138000,138000,135000,139000,136950,135900,134900,129950,135000,134499.5,132900,134000,133750,130500,134000,129925,131500,134500,135000,135000,135995,139000,138950,135900,135000,135000,135000,135000,132500,139000,139500,140000,145000,146950,146950,148150,140000,140000,144700,144900,145000,145000,145000,147700,149900,149000,148000,145995,145000,145000,145000,145000,149900,150000,153600,154000,154000,152900,150000,148000,149900,149000,145000,144900,149000,145000,149500,150000,150000,155000,155000,155450,155000,150000,149900,152400,150000,154900,155000,159900,165000,163999,165000,164900,159900,162500,164945
"Oklahoma City","OK","Oklahoma City","Oklahoma County",33,74500,79900,79900,80000,79900,79900,79900,79900,79900,80450,79900,77475,75000,75800,79600,79950,79900,78500,76500,75000,77000,75000,76500,74900,74700,72500,74700,73000,74500,74900,72750,74900,71700,74900,77900,75700,76700,75000,75000,79000,75000,74900,76500,74949,74500,73500,74500,72000,74900,69950,74900,74900,79900,80000,82000,79900,79000,78000,78000,79900,80000,84900,85000,85000,89000,89900,86000,88900,87000,89900,89900,87000,94947,91000,94000,94900,99900,99900,99500,99900,104900,1e+05,105000,99900,99250,98900,97500,95000,96599,92500,94500,89900,94500,99900,101000,104700,102450,106999,112400,108950,110000,109900,111250,114900,109000,113900,123250,122250
"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",34,189250,189900,190290,189999,189000,182717,181850,179000,179500,175000,174900,169900,159900,164700,164950,160000,159900,160900,159900,157850,150000,150000,144900,139900,140500,144900,149900,149650,152900,156950,153450,155000,172400,169900,174900,172650,172900,175000,179000,179000,175000,175000,179900,184900,179900,184900,174999,175000,175000,189900,189900,204000,195000,199900,194900,189900,189000,187500,180000,179900,180000,184900,187500,190000,195000,199900,199000,209900,215000,215000,205000,2e+05,198500,205000,215000,225000,227500,225000,224900,225000,228000,232500,229900,229900,235000,235000,259000,275000,267500,259999,268000,276061,270000,274700,265000,278000,277676,279000,279900,284900,289000,288000,289000,279000,285000,279000,277500,274900
"Kansas City","MO","Kansas City","Jackson County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,96500,97500,99875,99250,95000,98000,97950,86500,95650,104450,105000,118750,119900,125000,122900,114900,114875,115000,115000,109950,114900,114500,125000,129900,139925,130000,125000,125000,124000,124900,121500,112250,115000,119500,126625,129975,129700,129999.5,129000,130000,138000,138842,130000,132500
"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344999,349000,338750,339450,349900,349000,339900,339000,349000,349945,349945,350000,356250,357500,355000,355000,360000,365000,365000,375000,375000,369950,379000,389900,385000,379999,389000,379999,375000,389900,399900,399999,4e+05,425000,425500,439000,429900,429450,420000,419000,412450,435000,435000,425000,435000,445000,433000,440000,437500,449900,440000,449500,484950,455000,450000,450000,480000,499900,499000,499949.5,499990,524450,515000,519999
"Colorado Springs","CO","Colorado Springs","El Paso County",37,140000,140000,140000,140000,140000,140000,139999,140000,139999.5,139900,137500,135000,132950,135000,135000,135000,137500,135000,135900,135000,134700,129900,129900,129900,129900,129900,132000,134900,134900,134950,139000,144000,137000,140000,139900,142500,145000,145000,142500,142900,142000,140950,144700,141250,139900,139900,139900,139900,139900,145000,149900,150000,154900,154900,154450,150950,150000,149900,150000,154950,155838.5,155000,160000,159900,164900,165000,165000,162250,162000,166000,164900,160000,169900,173950,174900,175000,175000,175000,175000,178400,179000,179000,177700,179900,185000,188250,193000,189999.5,194000,190000,199450,202195,199900,195000,2e+05,206000,212000,215000,210000,220000,220000,219900,220872,219950,215000,219000,219999.5,220000
"Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",38,170000,169950,169900,175000,175000,174900,174900,173000,172900,174900,174999,171000,169900,169900,169500,169950,169900,169900,169900,169900,169900,169900,164900,159900,159900,160250,158750,156500,155000,157900,159000,159000,145000,147400,149900,149900,149900,149000,154300,158900,159375,155000,155000,154900,155000,158250,160000,160000,159900,165000,165000,164450,165000,167500,164000,164950,160000,159900,159900,160000,164250,173500,174900,170000,174900,174950,169900,169900,168000,169700,169999,165000,167000,168725,168000,168000,169000,177500,174997.5,169900,167950,169450,165000,164900,164000,169450,169900,169900,179000,159900,152625,156900,153500,164999,162700,160000,160000,160000,167250,169500,174900,173700,169900,173000,185000,188300,185000,184900
"Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",39,275000,276000,269000,270000,282400,275000,276000,270000,275000,279000,288400,280000,280000,313087.5,295000,284500,315000,317100,325000,320650,339000,344000,365000,378289,360000,350000,370000,375000,380000,385300,399000,429000,453999,379000,369000,390000,419000,419000,425000,425000,424900,424000,435000,423150,425000,427000,444900,447000,448000,449000,440000,439950,449000,448450,450000,449900,450000,459000,470000,474000,475000,470000,485000,479900,469000,464900,485000,497500,499000,499000,510000,510000,515000,515000,499999,499000,499500,499000,499000,495000,495000,494900,490000,490000,495000,494000,490000,490000,490000,489000,495000,496000,495000,490000,499000,499000,499000,499300,5e+05,499900,499000,499000,499900,499000,499000,499000,499900,508300
"Oakland","CA","San Francisco-Oakland-Hayward","Alameda County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348500,351000,330000,325000,347000,349500,366500,379000,398168,398084,389500,398000,388800,375000,334450,324800,333604.5,385000,399000,435000,449888,450000,449000,459500,449000,399900,379000,370000,429500,459000,487000,499000,496500,498000,469000,487000,519000,499000,499000,499000,499000,499450,520000,549000,549000,525000,5e+05,499000,525000,525000,504444,527000,539499.5,575000,595000,599000,599000,599000,599000,595000,596500,598000,595000
"Tulsa","OK","Tulsa","Tulsa County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79950,81000,80000,80000,83000,80000,87500,81000,75250,72000,73500,74400,75000,72700,78500,92000,88320
"Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",42,2e+05,199900,199900,189950,190400,199000,189900,174900,179000,169900,164900,150000,144950,149900,149900,149900,159900,156000,152000,154900,159900,154900,149900,139900,128250,135000,140000,149900,149900,159900,149900,145800,145900,148900,149900,144950,143900,145450,153950,169900,169900,185000,186250,179450,179900,179900,179900,178500,177900,189900,187500,194900,194900,191250,189900,184900,184900,177950,179900,169900,169900,172700,189950,199900,209900,210000,215000,214900,204900,199900,194950,196500,194700,199500,209000,219900,212500,209000,208750,210000,218200,219900,219900,209900,214000,229900,244900,239900,239900,236950,239000,240000,249900,249999.5,249900,259000,284500,299000,275000,265000,265000,264900,266500,265000,265000,312000,349900,359900
