"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12"
"33442","Deerfield Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",42,,,,,,,,,,37900,38950,37500,37500,36950,35000,36700,37500,36000,35100,34675,34950,38250,34850,34900,35900,36000,37500,37500,37700,34950,37500,35000,34900,34000,34425,35900,36900,36900,37900,39400,38900,39400,38500,38900,39900,39900,38850,39900,39000,38900,39900,39900,39900,39900,38000,38000,39900,41375,41875,44500,44900,44900,42000,42000,42000,44900,43900,43900,45000,47000,47250,47000,49500,51900,49900,49900,49900,49900,49500,48000,48000,49000,49000,49900,49900,52900,49900,50000,52250,51950,51900,49900,49900,53925,49999.5,53000,52500,50000,52500,50500,51900,52950,52950,54950,55500,57788,59900,61000
"33415","Greenacres","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53950,49900,49900,49994.5,51500,52000,49945,50000,51900,52750,52000,55000,53000,54900,58900,57700,57200,58777,59000,56900,59000,59900,59950,65450,64900,64900,59950,59900,59950,60000,61450,57000,59000,59900,61000,63000
"33180","Aventura","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",44,159000,160000,150000,150000,150000,150000,150000,154900,158900,158900,159500,158888,162450,168400,170000,182000,197000,190950,189450,194900,181900,180950,179450,175000,189900,195000,195000,199000,195000,194000,204900,198500,194999,194999,195000,207000,212950,210000,209900,209000,224900,233500,229000,229500,230000,239000,234350,237000,239000,232500,229450,230000,230000,249000,240995,252500,239450,234750,249000,249900,252500,255000,260000,250000,252500,244900,236000,235000,230000,232500,257000,259900,254500,249995,255000,252450,250000,244900,239900,249000,249000,249500,249250,245450,247450,249000,254450,255000,251950,249500,249000,245450,245900,245000,239450,245000,242000,236499.5,237999,235000,228950,230000,230000,225000,229900,229900,235000,235000
"08401","Atlantic City","NJ","Atlantic City-Hammonton","Atlantic County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132000,137450,135000,139000,139450,129900,149000,165000,164750,162250,162250,167000,160000,169000,169000,154000
"30309","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",46,148500,145000,149900,152900,159000,151950,150000,159000,151000,150000,149900,148000,149000,149950,149450,140000,149700,145900,140000,138500,140000,139900,139900,134900,139000,125000,128500,129900,129900,130000,135000,135000,137000,132450,134900,134900,134900,144950,149900,150000,151250,160000,158000,159900,165000,167400,167400,164900,164900,164950,165000,165750,166900,167500,170000,176000,179000,179000,179222,177000,179900,186900,183900,180000,179500,184900,189450,189450,185000,193000,194500,189900,199999,190000,204900,218500,219200,204750,2e+05,210000,219900,210000,209900,210000,215000,224900,224950,224900,219900,224000,224950,225000,229450,219950,225000,222400,225000,235950,239900,240000,256500,249000,245000,249900,239900,245000,248300,249250
"71111","Bossier City","LA","Shreveport-Bossier City","Bossier Parish",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,90000,82250,79950,79950,80000,79900,79400,75000,82250,84900,85000,86000,84000,80000,84900,84800,84900,82000,83000,79900,80000,79999,85500,86250,84950,85900,80000,81250,88900,85125
"96822","Honolulu","HI","Urban Honolulu","Honolulu County",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282000,287450,277450,275000,275000,267000,285000,291450,287900,299800,299000,295000,299900,292000,319000,301250,303500,320000,320000,320000,291450,308000,326750,328000,330000,310000,297000,297000,297000,295000,295000,310000,304500,299000,298000,295000,309000,319000,320000,345000,338000,335000,332500,318500,314500,319500,3e+05,325000,324000,332500,335000,335000,309000,310000,312500
"33179","Ives Estates","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",49,65000,65000,61000,60000,60000,55000,54000,50000,50000,48250,49925,49950,49250,50000,48900,49900,51000,49950,49000,49000,50000,49450,45500,48200,49300,49950,49900,48750,49900,55000,57000,59999.5,60000,53450,53950,54950,59000,59000,59000,59900,60000,59700,59900,59900,59700,60000,62000,62000,60000,62000,60000,62000,64500,64900,65000,68000,68900,69900,71000,70500,69900,79000,73050,69900,73194,74800,78500,79450,79900,79999,80500,74950,79000,80500,83900,82000,85450,84900,84950,80000,79994,80000,84700,84900,85000,89000,87000,87000,89000,89250,89250,88888,87333,88943.5,90000,90000,93000,96500,98500,95000,95000,99250,99700,98000,99900,104001,107500,106500
"33126","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127250,135000,141600,140000,139000,139000,140950,144750,139000,137000,134950,130000,130000,130000,138000,149500,162200,149500,145000,145000,142500,149700,149500,162250,168750,175000,169500,170000,169950,164900,169900,170950,174900,174900,172500
"33161","North Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64900,67950,69200,68000,69900,66000,65000,71000,72000,67000,65000,69996,75000,75000,75000,75000,88499.5,89749.5,89950,94500,89950,92250,90000,88250,85000,85000,87500,99000,88500,85000,80000,80000,80000,88500,88500,88500,96385,97777,99000,107500,102500,105000,1e+05,1e+05,102500
"33435","Boynton Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79450,79950,86900,85000,78450,78450,84500,85750,87500,89950,99450,98000,93799.5,99000,94900,93950,95950,102162,104900,102449.5,104900,99444,89949,91500,96500,98000,98000,98500,99900,1e+05,97000,99000,108900,127000,125000,124900,119250,124999.5,119700,119250,116750,109000,109000,99800,99000,98900
"33446","Delray Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52900,52449.5,54900,54900,54900,54650,52900,52000,55900,55000,57000,59900,59900,59950,61900,62000,62000,60000,59800,58500,58500,58750,57000,59900,59999,59900,59900,59900,59949.5,59900,61250,59250,59950,61450,59950,65000,67000,69000,68900,68900
"77004","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214650,214900,219000,217000,224900,240000,220000,237000,239250,238000,240499.5,238499.5
"33134","Coral Gables","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259000,249600,249600,249750,249600,249000,228000,242000,237000,217000,253450,237000,249000,265000,267450,269900,285000,289000,285000,285000,299000,304500,299000,292499.5,302000,275000,275000,260000,273950,280000,265000,258500,260000,242750,235000,227450,221500,229900,249000,260000,261000,260000,260000,260000,255500,259600,265000,265000,260000,270000,272500,275000,270000,269000,279000,275000
"30328","Sandy Springs","GA","Atlanta-Sandy Springs-Roswell","Fulton County",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,135000,129999,125500,125000,124000,126000,129000,131200,136450,134000,134950,129900,132450,138600,129000,143600,134950,138900,129900,136249.5,145950,147000
"33461","Palm Springs","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33750,37000,38750,39950,38500,35000,34400,37000,36000,39450,42000,41999,42500,42250,41500,44447.5,42947.5,43447.5,39949.5,39000,39900,39949.5,43900,43250,43500,44400,44900,43900,44950,45000,45000,48000,49000,49900,51950,49900,49900,49900,49900,49900,49900,50500,49900,49900,49900,49900,50000,51900,51249.5,50750,52000,49900,49900,49900,52000,49900,49900,51000,49999,52000,55000,54900,54900,55450
"11561","Long Beach","NY","New York-Newark-Jersey City","Nassau County",58,329000,325000,327500,329000,327000,329000,329000,307000,314999,329000,321995,329000,349000,299000,314000,299000,299999,319999,327000,289000,279900,279000,269000,269000,270000,272499.5,274000,279000,299450,289000,279000,279000,274500,277000,281999.5,277000,272249.5,277000,279000,267500,267500,262250,259000,262000,250000,265000,269000,269000,279000,280000,274999,269999,279000,269999,275000,264500,259000,270000,279000,265000,275000,269000,269000,268944,269000,269000,269000,269000,280000,275000,282499.5,289500,290000,293000,299000,297500,289000,282000,289000,289000,289000,299000,299000,299000,299000,299000,299000,316500,329000,319750,314000,319000,319000,319000,317000,319000,319000,325000,344000,349900,369450,359000,349000,349500,349000,345000,349000,349000
"07726","Manalapan","NJ","New York-Newark-Jersey City","Monmouth County",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497000,429900,445000,469900,444000,425000,425000,439900,439900,424750,4e+05,405900,399000,399900,399600,331950,332400,349900,389000,412450,447450,445450,449900,450000,447000,429900,439999.5,419450,409949.5,429900,449900,439999.5,447000,449450,475000,475000,472500,462500,449900,442149.5
"33417","Century Village","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",60,25000,25000,24900,24500,24600,24900,25000,24900,24900,24400,24900,24995,24900,24900,24000,21900,21000,21000,19900,19900,20000,19900,20000,19900,19900,19900,21900,22000,22000,22000,23000,22000,21950,22000,21500,22500,21000,22000,22500,22900,24900,24000,25000,25250,25500,26900,27200,26500,27950,28000,27500,28000,27500,26700,28800,27500,27900,29795,29900,31450,30000,30000,29950,29900,29900,30000,30000,30500,31900,31000,31900,32000,33000,34800,34900,35000,35000,35500,36450,36450,37000,37000,37000,38000,39900,39900,39900,39900,39900,42000,42000,42000,42000,42700,43700,44900,45000,45000,44900,45000,45000,46900,47450,49900,50949.5,49900,49900,49900
"29577","Myrtle Beach","SC","Myrtle Beach-Conway-North Myrtle Beach","Horry County",61,112500,112750,114900,109000,104950,99900,102425,99900,96000,94450,94450,93950,88000,88000,84900,79900,79900,79900,79900,79900,79900,79000,79900,78000,79900,79900,79900,79900,76000,78500,79900,80500,84000,87000,84900,85000,88500,89900,89900,89900,89900,89900,89900,89900,89500,89850,89950,91800,90900,89950,92000,91900,91000,94900,95000,94900,92500,90000,89999,92000,92500,92500,91850,92500,89950,91500,89900,89900,89900,92500,92900,92650,92500,92900,89900,89900,87900,86950,89000,89750,89500,89625,87900,88400,87900,88900,89900,89750,89900,89900,89900,89900,89900,89900,94900,94950,97500,97500,99900,99700,103950,105500,104900,105000,108900,104900,104900,105000
"33130","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",62,185000,185000,185000,190950,192300,185000,164500,165900,189900,189000,198000,195450,189900,198950,189900,189000,199450,204500,204500,200900,215000,228500,229000,229000,228500,220000,220000,239000,242050,246500,250000,250000,275000,250000,260000,260000,259900,269000,275000,280000,288500,290000,3e+05,299900,304950,299999,3e+05,299900,299900,3e+05,3e+05,315000,309999,312500,318950,315000,318900,315000,325000,325000,325000,319000,299500,299750,305000,305000,312000,306500,305000,314900,320000,328900,325000,319900,315000,319900,310000,310000,305000,3e+05,3e+05,3e+05,299945,302500,310000,299990,299945,298900,305000,315000,330000,335000,340000,350000,350000,355000,349000,349000,350000,349000,350000,350000,360000,350000,365000,367500,367000,368500
"33484","Delray Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51900,53900,49700,53900,49900,52450,55450,55900,55900,58659.5,57419,59000,59000,59000,59000,59900,59000,59000,59950,61200,63750,65000,68200,67950,64700,65900,65900,65000,67750,65450,65900,65950,65900,67750,69000,69000,67500,69500,69900,69400,73950,73900,69999.5,72000,73700,74900
"33445","Delray Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86950,84950,79900,79900,79945,82950,88900,79900,79900,87450,88950,88950,82250,82250,82250,80000,79950,82400,84950,84950,85000,85000,89495,89900,89450,99900,98450,95950,92450,93900,90950,94900,89900,92000,99900,89900,90950,92000,89900
"33172","Fountainbleau","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141200,141250,138900,145000,146900,145000,147500,149000,149000,147000,149450,148000,150000,155000,156495.5,155495.5,155000,157945.5,159450,159950,153750,147450,149000,150000,154500,155000,154950,154450,155000
"80203","Denver","CO","Denver-Aurora-Lakewood","Denver County",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273500,267000,250000,265000,242950,249000,250500,250000,253500,258000,250000,254500
"33401","West Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194950,195000,185000,179000,179000,175000,179000,175000,175000,170000,171000,174900,176950,179500,193000,210000,214950,199000,195000,189000,189000,189000,195000,195000,198000,189000,205000,204700,205000,202450,204999,199450,2e+05,199900,189900,189900,189900,189000,189900,189900,195500,195000,199000,197000,198990,189900,184988,185000,184000,185000,189900
"30305","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183500,184700,185900,157000,159900,135000,150000,155000,182500,175000,175000,169000,160000,160000,156250,161000,179000,194950,189900,189900,179900,192450,185000,182400,169900,169000,180900,187500,202450,220000,215000,228949,224950,224900,233500
"33133","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e+05,220000,225000,229000,229900,235000,225000,225000,219000,220000,220000,220000,220000,220000,225000,206000,219000,224999,231750,249000,234950,249000,251500,249500,239500,249999,250000,275000,259000,259000,275000,275000,275000,278500,279000,279000,287250,292500,282750,269000,262500,269000,286500,295000,288500,285000,259000,259000,259000,259000,265100,258000,269000,269000,279000,279000,274500,279000,299000,259999,280000,279000
"96826","Honolulu","HI","Urban Honolulu","Honolulu County",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314999,336000,388000,388000,380000,385000,388000,369000,368000,375000,377000,367500,360000,358000,355000,346500,374400,369500,350000,350000
"96753","Kihei","HI","Kahului-Wailuku-Lahaina","Maui County",71,399000,399000,399000,399000,399000,364500,361750,353500,389950,359000,399000,374500,374500,359500,362250,356000,351000,332500,324900,317000,349000,367500,364500,359500,340750,349000,349000,345000,347000,349000,349000,364000,359000,350000,379000,375000,379000,379000,397000,399000,402450,389000,399000,399749.5,399500,394500,399000,399499.5,439999,420000,435000,425000,419000,435000,432000,429000,429000,435000,429000,429000,429000,429000,429000,449000,426500,415000,415000,399000,399000,415000,415000,415000,415000,415000,422500,427000,422000,425000,422000,399000,399900,420000,420000,410000,419000,409750,405000,423900,427000,450000,459450,447200,438000,482000,489000,525000,539950,499500,479000,497000,497500,519000,499000,525000,549000,497000,549450,549000
"33131","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",72,239000,238000,239900,240000,249999.5,245000,250000,242350,240000,230000,239000,245000,249900,269000,250000,275000,297000,294732,296500,288226,282052,280000,296592,299000,294997.5,290000,295000,299000,319000,309500,299000,298000,310900,3e+05,319000,330000,334900,339000,339000,334250,340000,350000,365000,369900,375000,375000,360000,370000,375000,365000,365000,369000,375000,375000,370000,374999,379950,375000,379450,375000,372000,370000,370000,372500,369000,360000,355000,365000,374500,372000,380000,379900,379000,379676,373408.5,368450,359450,359000,359000,359000,359000,360000,360000,360000,358500,350000,350000,350226,355000,350000,350000,350000,355000,355000,350226,357450,355000,350000,350000,349000,350000,345000,344900,350000,349000,345000,344500,348500
"10013","New York","NY","New York-Newark-Jersey City","New York County",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625000,1625000,1602500,1605000,1600000,1602500,1602500,1599000,1607500,1595000,1595000,1592500
"11231","New York","NY","New York-Newark-Jersey City","New York County",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008150,1095575,1183000,1218750,1218750,1219237.5,1219237.5,1219725,1219237.5,1218750,1218750,1218750,1183000,1241862.5,1241862.5,1219237.5,1218750,1218750,1219237.5,1241862.5,1241862.5,1241862.5,1218750,1218750,1218750,1183000,1200875,1183000,1007175,1007175,1002300
"92262","Palm Springs","CA","Riverside-San Bernardino-Ontario","Riverside County",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000,124900,123900,126450,125000,127000,119450,119000,119000,119900,125000,125000,125000,127000,125900,119000,119000,119999,118000,119999.5,123975,135450,145000,143000,129000,127750,125750,125000,128500,129000,132437.5,131500,129450
"20016","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000,310000,309000,299000,279000,275000,280000,294950,295000,299000,299000,299000,299000,299000,299000,299000,299000,312000,315000,320000,305000,324500,305000,310000,299000,299000,299500,304750,304500,299000,299900,307000,330000,340000,319900,340000,319900,310000,309000,298250,295000,295000,295000,296000,297500,295950,280000,318000,317000,289450,316500,314899.5,319900,325000,325000,312500,299000,299000,295000,294900,294900,299950,324950,316450,322450,325000,322500,307500,3e+05,299900
"77056","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204500,209000,229900,209450,214900,235000,221000,230000,220000,222000,219400,232000,239900,247900,265000,265000,269500,247400,256700,249900,240000,235450,229500,225000,222450,222497.5,220000,229000,237495,224990,219000,209900,209990,209995,222200,224900,224500,222500,229000,230000,235000,229500,219990,220000,225000,219990,229500,229500,230000,219900,218000,214900,214000,212000,210000,212500,214000
"97209","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452450,389900,397000,389900,389000,395000,389000,395000,403750,377000,385000,385000,4e+05,4e+05,397450,399900,397000,392000,440700,461750,449900,439000
"33140","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",79,269000,269450,249500,249000,254000,250000,250000,250000,252500,250000,249000,247000,249000,249000,248000,239000,240000,249999,250000,255000,255000,250000,254500,255000,260000,250000,270000,279000,279000,279000,270000,270000,279000,285000,279900,3e+05,319000,325000,319900,325000,319450,327000,329900,325000,319950,327000,340000,340000,335000,345000,349950,350000,350000,350000,349999,359900,379900,375000,389000,389000,390000,385000,371999.5,374999,372499.5,369900,360000,359450,362500,365000,375000,369900,379000,390000,399000,419500,410000,409350,409350,409175,415000,419900,422500,415000,401750,399250,4e+05,412000,420000,412500,407500,402999.5,404499.5,399000,398500,399000,399000,419000,409175,4e+05,395000,395000,399900,390000,390000,399000,399900,402500
"33162","North Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74999,67000,75000,76500,72450,70450,71750,70450,68300,65000,67000,67180,75000,75000,80000,80000,79950,80000,80000,82450,78385,78385,76385,75850,72500,76700,78770,85000,90000,84900,84900,85000,82885,83000,83999.5,92000,96500,95000,99450,98000
"71112","Bossier City","LA","Shreveport-Bossier City","Bossier Parish",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104900,105000,105000,105900,105450,105900,108900,105000,103750,103000,100950,102000,98200,1e+05,104450,104450,104900,108500,108250,101950,103900,101200,99900,99000,99500,95500,95250,95000,99700,97950,95000,95900,96700,97500,94900,92400,92500,89300,91250,94500,94500,99249.5,106000,102449.5,107000,105000,103000,105000,108450,109900,109900,109900,109950,107500,104999.5,110450,112750,102251,110000,114900,111000,107450,107000,110000,104000,95000,96750,98425.5,98500,94900,97250,93750,97500,97500,98500
"29455","Charleston","SC","Charleston-North Charleston","Charleston County",82,,,,,,,,,,,,,,,,,,329000,324000,324000,319000,321500,325000,325000,324000,299900,299949.5,299000,299900,299900,299000,299000,295000,295000,289000,285000,287000,285000,264900,279000,279750,279750,279750,275000,269000,265000,265000,265000,259500,259000,249000,249000,248250,248250,243250,249000,239000,242000,249000,249000,249000,264000,275000,257250,249250,267500,277450,275000,275000,267500,260000,250000,281500,284000,249500,249000,269450,259000,254000,249000,249000,245000,254000,249000,249000,239750,269000,264000,254450,254450,259000,266500,269900,269000,269000,274450,283250,274450,268950,269900,269900,279000,279000,279000,279500,279000,277000,265000
"30308","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139500,135000,138000,145000,139950,139900,145000,154950,165000,154750,142450,140000,140000,164400,164386.5,164386.5,149950,169900,169950,169950,169450,179700,179700,170000,172500,175000,189900,184900,188111,175000,176500,179900,174222,180000,179950,179950,189900,190000,199900,212500,209000,209950,215000,210000,207500,199950,199500,2e+05,199950,217450,235000,235000,227900,225000,227500,229900,219900,228000,229900,230000,247400,250000
"96740","Kailua Kona","HI","Hilo","Hawaii County",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,235000,250000,230000,250000,244500,229000,245000,239000,239000,230000,224450,229000,262450,241000,229000,249000,276950,269500,272500,299000,275000,282000,289750,279000,262000,286000,280500,283000,275000,269450,269000,274950,279999,274450,274900,267000,250000,249949.5,249450,254500,261950,264950,249900,248450,254950,262450,249000,243950,249000,248500,243450,247950,250000,294500,340000,314500,3e+05,329000,310000,299500,297000,289500,299000,299500,299250
"06614","Stratford","CT","Bridgeport-Stamford-Norwalk","Fairfield County",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212450,199900,199900,194900,199900,199900,199450,199900,199900,199900,199900,212900,209900,209900,214990,199950,195000,207200,219200,196700,199000,199000,220000,225000,215000,207450,219900,219900,214740,210000,210000,219000
"22203","Arlington","VA","Washington-Arlington-Alexandria","Arlington County",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000,212500,225000,212500,209990,214500,212450,213450,209450,209900,209900,214000,211995,209500,212200,185000
"33069","Pompano Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",87,62450,60000,54060,51150,50575,47569,45190,48900,49400,45000,46963.5,44900,44900,48900,49900,54900,50000,56400,57500,54900,47450,50000,49752,58000,59900,57250,57250,59900,60999,64900,65000,69000,65000,64900,72000,69900,74200,75000,73250,73000,79700,79900,79800,76500,79900,79900,79900,79900,80000,79900,80500,84900,84000,85900,87500,85000,83000,87300,85000,85050,89750,91900,89950,90000,89900,90000,92500,92000,91500,89000,95500,98500,99000,99700,1e+05,104997.5,104777,104777,105000,105000,105000,105000,105000,105000,105000,99000,99000,108449.5,106499.5,108900,109950,107949.5,107400,108000,108000,109000,111000,112650,116750,113750,115000,116750,112277.5,114950,114727.5,119750,124850,124900
"29582","North Myrtle Beach","SC","Myrtle Beach-Conway-North Myrtle Beach","Horry County",88,149900,164900,154900,150000,145000,136450,134000,129900,127500,115900,115950,115950,116900,116900,121450,119900,118400,119900,117400,115000,116000,116450,118000,116900,109900,111900,117950,112000,114000,115000,115000,104000,105000,105000,99900,101450,108900,109950,102500,108900,114900,112900,112450,119900,114900,119250,114900,113900,110000,112000,114700,115900,118687,118200,114900,115900,119500,119500,119500,119500,119500,119900,119500,115000,116700,118900,119000,118650,117400,118400,119949.5,124900,119900,123700,124900,126500,129900,129900,129900,124750,120700,123200,117950,119500,124700,124700,119900,119900,120000,124900,127900,132000,134900,133950,131200,134900,132500,129900,127000,129900,129900,129900,129000,129999,139000,139000,136900,139000
"37203","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319950,304900,314900,314900,339450,308400,306400,334900,299900,299900,305000,299700,287400,292400,294900,299000,299000,296950
"33156","Pinecrest","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236900,235000,235000,233000,228000,225000,225000,225000,225000,229000,239250,239625,239800,235000,225000,220000,225000,220000,231500,237000,234950,230000,235000,237450,233950,229500,228450,229000,229900
