"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12"
"Boston","MA","Boston-Cambridge-Newton","Suffolk County",18,370750,364950,365000,365000,359899,355000,349900,346000,339900,347500,349000,339000,349000,339000,330000,325000,349000,344900,339000,339000,349000,349900,339900,325000,344900,339000,339000,339000,335000,335000,339000,329000,349900,339900,349000,359000,389900,389900,369500,379950,399000,387000,389000,405000,412000,399900,424950,409000,439000,421950,402500,399000,415000,399000,399000,419900,432000,431000,449000,469450,464000,459000,441750,445250,459000,449758.5,477000,489000,475000,479900,488000,489900,479900,499000,492400,515000,525000,529000,504950,529900,535000,514950,520000,542000,569000,599900,579000,599995,619000,599000,635000,649900,650000,622500,630000,649900,660000,649000,629950,629000,630000,637000,649450,659000,649000,645000,619000,615000
"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",19,297000,299900,313000,319000,314000,310000,299925,314500,314000,307000,314900,299999,299700,299900,314400,301000,316000,319000,324900,324900,319900,319000,304000,3e+05,299900,309950,319900,324500,329000,334500,329000,319949.5,319999,319900,315000,313900,310000,299998,314900,325000,329250,335000,338000,332000,329000,329000,326750,325000,325000,329000,339950,335000,337500,339000,329900,325000,349000,349900,339000,330000,333000,325000,335000,339900,349555,350000,335000,365000,369000,372000,369900,365000,369000,369999.5,359500,374450,369500,366000,364900,356875,344000,360950,350000,355000,350000,369500,375000,379000,375000,389000,389000,385000,389950,389000,389250,379900,384700,389000,399500,399900,399000,399277.5,396450,389000,399000,399000,399000,398500
"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",20,156900,159900,159500,159500,157950,154900,149900,149900,144700,149500,147000,149970.5,154500,154900,151450,149450,149900,139900,144900,144900,157450,149900,151400,149900,149900,159900,164850,161425.5,159900,159000,159900,158900,154900,155000,154900,151400,164900,169900,167000,169900,169900,185000,179900,192450,198250,199000,198750,199900,209900,207400,214920.5,214920.5,199900,209902,216900,214950,209950,219900,225900,229900,225900,230250,219950,239900,239700,224988.5,210950,235000,247000,267000,267950,269000,256950,250000,254900,254900,255000,259400,242500,240000,244500,240000,264900,248950,264900,279500,282000,282450,269900,274900,275000,283850,279244,279900,289900,286250,285500,285200,274900,299000,299900,294950,285000,280000,285000,289900,279999.5,275000
"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",21,224925,224900,225000,229000,227000,229900,229154,229650,229354,225000,219900,212500,217000,224900,219900,209000,219900,210000,2e+05,202450,2e+05,199900,199975,198000,190000,189000,189000,199900,209000,2e+05,206400,199000,207900,215000,213900,225000,232500,229900,224950,238950,229950,244700,232500,254900,239900,249900,249900,249900,242500,249500,275000,269900,264000,265000,275000,269900,269000,264900,259900,255000,249900,255000,272000,265000,274900,269900,269900,266950,272400,275000,279900,288250,275000,319900,312450,299925,310000,329000,329900,339450,321500,320000,308000,297500,313999,349900,347400,335000,339250,339900,349900,349900,349900,350000,349000,350000,339050,344950,349450,349999.5,349949.5,345000,339500,335000,349900,359000,345000,335000
"Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157200,164950,164900,164900,159900,164900,159450,149900,151900,149000,145000,139900,148900,149450,164950,169000,165000,164900,159400,144900,144900,139900,147900,141400,151900,146500,157900,160950,174900,174900,169900,169900,161950,150000,149000,139700,137500,144950,151499.5,166900,168400,165950,168000,168000,168000,161150,139900
"Omaha","NE","Omaha-Council Bluffs","Douglas County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178900,192950,198000,199900,209900,194900,199950,194900,215000,207400,187500,180000,179900
"Albuquerque","NM","Albuquerque","Bernalillo County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164580,139900,153810,154160,146750,149000,135000,142550,135000,134950,147080,152730,151300,147080,131950,144900,133750,138250,142500,147500,145410,148338.5,145410,132740,132740,134110.5,135000,142000,134962,133000
"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",25,145425,145000,145000,145000,140000,139900,139900,139900,134900,129900,129250,122500,124900,125000,119900,115000,115000,110000,109900,109950,109900,105950,109500,104200,105000,1e+05,1e+05,105000,109900,109955.5,109955.5,109500,110000,109900,120000,119950,122450,122900,125950,130000,138000,138900,140000,139900,139700,139500,139900,139250,139900,149900,149838.5,145000,145000,149900,150000,157400,155000,154900,159000,159000,159900,159900,159900,166450,164450,165000,165000,170000,174900,174450,174900,170000,175000,175000,175000,175000,175000,175000,170000,175000,180000,187250,189900,189995,191250,189900,194700,192000,190000,195000,199900,199000,196000,196000,195000,199900,209425,210000,210000,214400,220000,229500,229000,229900,229900,230350,229900,229000
"Kansas City","MO","Kansas City","Jackson County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109950,117395,126450,137000,135000,129645,135000,136250,139000,139000,140000,142500,144700,144000,150000,150000,145000,143750,139000,139000,139500,145000,145000,143250,148530,150840,152545,150840,144000,139750,150790,155000,149950,149344,138000,147450,155900,159900,169000,157425,168250,164885,175000,165000,167000,172450,164950,168500,165000,168500,165000,165000,164975,160000,160000,157450,158500,159475,163750,162500,159475,150000,147950,155000,149000,129950,128000,129900,139750,149000,139000,149250,154500,159500,167000,165000,161250,159500
"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,278775,262900,268000,259450,274950,279000,262500,259450,255000,270000,260000,255000,253640,249900,245000,247000,250944,269900,275000,269950,275000,295000,295000,299000,298000,295000,295000,309900,319950,309450,305000,314950,310000,315000,316000,319000,324999,325000,334000,335650,329000,335500,339500,329000,330000,329950,329950,325000,340000,339900,349950,357000,356500,355000,335000,329835,329867.5
"Colorado Springs","CO","Colorado Springs","El Paso County",28,109900,118450,124000,120000,119450,122000,118600,114250,114000,110000,110000,110000,109950,110000,108900,102500,110000,110000,110000,110000,110000,1e+05,1e+05,1e+05,1e+05,110000,110000,106900,103850,97450,97900,110000,113000,121700,130950,130000,128750,126250,110000,110000,108450,108450,110000,122750,121500,114950,110000,114950,114950,116450,110000,110000,113500,119950,117950,114900,120000,122500,124900,124900,120000,121900,133900,128950,142350,137500,129000,130000,137450,130000,142000,144900,154950,144900,147450,149900,149900,167000,160000,159900,155000,155500,155000,152450,152450,156250,155000,149999,152499.5,156500,158000,180000,2e+05,202250,181450,195000,189950,182500,172450,180250,178950,172000,189950,190000,185000,187450,191250,171316.5
"Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",29,180000,185000,179900,179900,189900,185000,185000,175000,175000,179900,188000,185000,189000,2e+05,194000,189000,210000,211000,219000,220500,229000,229900,245000,249000,239000,235000,230000,249000,251000,259450,260000,258900,265000,249000,250000,274900,274950,280000,280000,280000,289000,299000,305000,3e+05,299900,309599.5,309000,310000,315000,315000,319000,320000,323450,320000,324000,325000,325000,325000,335000,335000,330000,329900,328000,325000,320000,315000,319000,320000,320000,323900,335000,337950,336000,339400,335000,330000,330000,329500,329900,329000,329000,325000,325000,325000,325000,320000,320000,320000,320000,324457,325000,329000,325000,325000,325000,330000,328000,329000,330000,329000,330000,329000,330000,330000,335000,334900,330000,333500
"Oakland","CA","San Francisco-Oakland-Hayward","Alameda County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309000,302500,321950,325000,314900,327000,335700,325000,315000,310000,304500,334500,329000,349000,349000,369500,379900,389000,394000,443500,399000,432000,428750,438500,414000,410000,399950,425000,449000,429000,427000,419000,420000,429000,478000,489000,499000,449000,449950,442444,455000,449000,452000,449000,458000,450000,457450,484000,479000,475000,479000,472500,493500,495000,489000,495000,485000
"Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,169900,164950,155000,155000,169900,174900,174500,174950,177450,175000,174900,175000,174900,169900,159000,159900,169900,159900,163000,169900,169900,174900,179900,182100,186950,179900,179500,179900,179900,184900,175450,179500,174000,196700,196700,194900,192900,189900,199000,199700,209000,212450,209950,199900
"Honolulu","HI","Urban Honolulu","Honolulu County",32,280000,282900,279000,289900,285000,275000,267000,265000,275000,278750,279000,285000,289500,285000,295000,285000,295000,289000,292000,299000,299000,300050,299000,310850,315000,315000,315000,315000,319000,317000,313750,323350,319000,309600,315000,315000,315000,320000,315000,320000,325000,310000,330000,330000,329000,320000,325000,330000,339000,335500,348000,349000,355000,309500,3e+05,305000,299900,299000,330000,340000,340000,340000,355000,359500,358000,349000,355000,350000,349000,351000,349000,358888,365000,337500,365000,358500,350000,360000,365000,359999,360000,359999.5,365000,369700,368000,369000,361500,359000,369000,370000,375000,375000,375000,389000,389000,389000,399500,415000,4e+05,395000,390000,388000,389000,394645,388888,381078.5,394822.5,389000
"New Orleans","LA","New Orleans-Metairie","Orleans Parish",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259000,229000,220000,229000,226000,254500,269500,268964,265000,266989,275000,270000,276569.5,281266.5,284394,292600,292600,292600,293800,292600,292600,292600,279450,278139,278900,279000,276069.5,278600,279000,279000,275000,276950,275000,279000,272450,269900,275000,275000,285000,299000,299722.5,301525,301950,299000,299000,299000,255000,251900,267000,280750,279950
"Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,175000,169900,159850,159850,165000,152350,150000,154900,149950,159450,160000,169900,160000,159500
"Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,129900,139000,134950,130000,124700,139950,140900,155900,149900,149900,145000,147000,150000,159900,155000,151500,151600,150000,149900,150000,146000,140000,149000,155000,154450,149975,158000,159900,165000,165000,166250,159900,159000,159900
"Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188400,189450,188400,187000,185000,189900,194900,192200,185000,199900,187000,189900,199450,199900,197449.5,192450,199900,199900,205000,215000,224900,217000,219900,218000,215000,209800,215000,224950,225000,229900,220000,240000,237888,239894,246000,248000,250000,249999,249000,245000,242500,249500,252500,257400,262449.5,259900,259999,268000,269900,269900,269900,270850,266000,269450,280000,285000,282000,279975,289900,289900,295000,290000
"Anchorage","AK","Anchorage","Anchorage Borough",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118000,129500,126500,135000,132900,125000,117500,117000,124000,124777,125838.5,133250,118000,124900,119900,129250,135000,131950,136500,136500,131500,129900,133500,137250,132500,133500,133000,127500,128250,125000,125500,129500,123145,129000,126000,131450,131200,125000,123500,118750,114950,117900,118495,125000,127500,112500,110000,110000,105000,111950,125000,119900,117000,119950,116200,115600,111000,109500,109000
"Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157475,150000,145000,135000,139000,136950,159900,160000,162450,160000,167450,159450,150000,151250,155000,160000,159900,159900,159900,165000,166950,159900,162400,177450,179900,174950,174900,159000,154900,151450
"Naples","FL","Naples-Immokalee-Marco Island","Collier County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,133400,134900,142200,136200,142450,134900,119000,127200,138500,138000,124900,139900,139000
"Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98900,98900,1e+05,105000,105450,109500,110000,110000,110000,110000,110000,110450,114000,113500,114900,115000,115000,119700,119325,125000,125500,124900,119900,123900,125000,125000,125000,124999,125000,125000,128000,129900,129900,128950,129000
"Spokane","WA","Spokane-Spokane Valley","Spokane County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116000,117450,110000,108400,112450,110643.5,107170.5,106341,120000,129995,119000,132000,131900,130950,124975,127700,127250,128750
"Norfolk","VA","Virginia Beach-Norfolk-Newport News","Norfolk City",42,,,,,194950,198000,198750,187450,192500,177500,169000,170000,175000,180000,172450,149900,155000,165000,159900,150000,169500,169450,169450,169000,169450,150000,149500,150000,159900,159450,159900,165000,184900,184900,169000,179990,179990,182445,177495,175000,189000,178000,178000,178995,186245,179000,189000,190000,184500,174900,176450,174900,167900,166500,169000,169000,172200,153500,153500,152250,159000,167500,167500,168500,167500,169900,175000,175000,175000,170250,164500,158000,164900,167500,179000,179500,169900,169900,169900,172450,167000,175000,150200,152500,162500,170450,175000,179999,174950,176500,179950,179900,184200,182450,182450,179000,177000,177000,171950,169950,170000,172500,174500,174900,174900,170888,170888,179900
"Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",43,269900,271500,279900,293000,299900,289900,292000,269900,265000,269900,252500,242500,240000,230000,232500,250000,249500,231000,228000,225000,220000,220000,224950,225000,220000,245000,249450,254900,250000,269000,274900,271500,279950,285000,265000,260000,286250,310000,332450,333500,345000,349000,360444,345000,345000,329500,325000,345000,339500,324500,349400,332450,349450,354000,349900,339000,349950,385900,365000,349000,329900,356000,351500,352000,368900,380000,388888,388888,388944,364800,362500,369000,373949.5,378950,379900,375000,378950,398800,391950,391500,399949.5,399000,407950,399000,419500,409900,399900,409900,422000,415000,398750,398750,405000,436000,439000,430000,430000,435000,469900,459000,459000,449999.5,445000,450000,471495,455000,465000,451000
"Fort Myers","FL","Cape Coral-Fort Myers","Lee County",44,40000,39900,39000,39000,38250,37900,34900,34900,35700,37000,36500,35000,34900,35450,37000,37000,33700,37000,37050,35000,34900,33750,35250,34900,37900,39000,38700,42900,44900,42850,42800,44500,45000,44500,45000,46200,47900,49900,49900,49000,49450,48900,47500,52000,54400,55900,57500,57000,52000,55000,49900,52250,58900,63750,58950,61000,54700,56900,53500,55500,65000,64900,62400,68900,69900,68900,66640,69700,72000,73950,75000,75000,74950,75000,79900,79900,75000,75900,75000,76900,77350,83600,78900,81000,81000,82000,79999,92000,90000,89000,89000,89900,79900,79000,79450,77700,81500,84900,89500,89000,93500,89950,92000,92450,92000,89349.5,89900,88750
"Arlington","VA","Washington-Arlington-Alexandria","Arlington County",45,339900,337750,334900,324900,324943.5,315000,314995,335000,329900,310000,299900,299949.5,308750,329400,335000,339000,325000,330000,329000,332500,325000,324900,318000,309000,316000,316450,325000,315950,314900,315000,319950,325000,327500,312450,319000,330000,334900,333450,332000,342400,339000,334900,322900,329000,329900,325000,314500,327000,310000,309900,310000,310000,324000,324000,323975,320000,314950,319500,319000,315000,318500,309900,316400,324900,324900,310900,284900,319900,319900,314950,317450,332450,344950,354900,349900,349250,348000,349000,344900,339999,329949.5,325000,319900,315000,309750,317000,316000,314997.5,318000,329900,333000,333250,329850,329950,343000,334900,339900,314450,319900,327750,315000,315000,315000,310000,307500,305000,299500,281000
"Boca Raton","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73900,75000,70000,69900,69800,69900,70930,73900,72900,84070,87000,87000
