"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12"
"60004","Arlington Heights","IL","Chicago-Naperville-Elgin","Cook County",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524900,525000,539450,519900,527450,573400,524925,524849,524925,539900,524912.5,524900,537450,520000,545000,549850,547000,524900,504499.5,479900,489450,499000
"28025","Concord","NC","Charlotte-Concord-Gastonia","Cabarrus County",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335945,338585,349140,334115,342662.5,338585,341250,328450,330732.5,332285,354542,344900,336420,337680,333722.5,333030,331900,331900,327500,325000,326950,334990,342745
"38654","Olive Branch","MS","Memphis","DeSoto County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256420,257900,257900,265000,267950,268900,268900,268900,267599,272862.5,271800,261900,269950,269900,271900,271900,271365,270415,277900,277900,281900,284500,277900,277572,279130,282500,287370,291760,286900,287400,289900,289900,289900,289900,292900,295350,299900,299900,299900,299900,305600,311700,315050,324200,319900,324350,324200,324900,333500,333500,324900,324900,334210,338124.5,345900,339350,338800,338419
"07728","Freehold","NJ","New York-Newark-Jersey City","Monmouth County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580000,574500,625000,649000,689000,689000,681950,677400,649900,650000,674900,634500,640000,675000,674900,680250,674900,699000,699000,659900,669500,697000
"30907","Martinez","GA","Augusta-Richmond County","Columbia County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439900,464900,443000,372400,424900,374900,432450,429900,409900,449450,449450,428450,399900,422000,449900,474450,499900,499000,477000,509900,475000,449900,467450,465000,467000,440000,4e+05,408900,413900,425450,420450,421000,415900,411900,411900,411900,414900,413900,414900,424900,415900,419900,424900,425000,434900,429900,439900,429900,429900
"45040","Mason","OH","Cincinnati","Warren County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774500,777500,820385,787000,774000,774000,8e+05,833100,826742.5,826742.5,794450,756900,785000,757450,650000,674900,733700,689900,674950,639900,644900,649950
"23456","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",119,619000,597000,599000,599000,599000,599000,599000,599900,599900,599450,599950,599450,599000,599000,599000,599000,589000,596500,586450,589000,589000,594000,586350,591500,599900,596950,579900,569000,573500,584850,575000,589800,599900,589800,599900,577800,592450,599450,599900,585000,579900,580000,584900,599450,592200,599700,593950,581900,579900,579700,579950,574750,589500,592985,582000,573995,562990,572590,552942.5,542900,542900,549450,520472.5,527985,502636,543500,545000,549450,549450,529990,516415,519495,523495,539495,549900,572450,550000,586350,599000,599900,590500,589495,594350,596900,6e+05,624990,625995,624990,629900,644450,629450,622900,632450,627449.5,619949.5,6e+05,616447.5,621497,641500,637000,633450,611950,598857,567000,593435,569000,569000,597911
"27106","Winston-Salem","NC","Winston-Salem","Forsyth County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695000,674000,679900,679900,691350,669000,669000,649900,699000,699000,697000,694500,689350,693850
"33578","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319990,304945,274990,284950,284900,284900,276590,274990,279900,279495,269990,264990,269945,272695,271790,274990,274990,271790,274090,274090,265990,259195
"23112","Midlothian","VA","Richmond","Chesterfield County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505000,524887.5,483725,419500,424250,417000,403475,403450,425000,412475,418500,432500
"29229","Columbia","SC","Columbia","Richland County",123,255000,269900,241549,236500,220585,219450,219900,217450,234111,233200,224900,219900,215000,212450,212900,227315.5,219900,198950,219900,217900,205190.5,212900,205381,217000,221400,225000,222700,219950,215287.5,219945,218000,216575,230000,230000,234950,229900,258264,254900,245067,242000,245067,252100,265628,265178,256900,254900,254900,254864,251510,259950,268175,254950,254950,254900,251770,237495,234990,244945,261550,265000,274900,274900,269500,274900,274900,266500,268500,294500,288230,293200,289065,299900,314570,307237.5,284900,290740,284900,284950,261332.5,262382.5,252382.5,235000,231775,231987,244200,248000,242200,247545,255940,268900,274944,275000,275000,275900,258973,258583.5,258052,273973,270000,264258.5,253500,263617,243200,240700,249900,237400,239000,247900
"92882","Corona","CA","Riverside-San Bernardino-Ontario","Riverside County",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644900,625000,649900,705000,707449.5,734500,727000,719888,715000,707499.5,709499.5,699999
"84015","Clearfield","UT","Ogden-Clearfield","Davis County",125,224900,214900,210000,220000,219900,214900,214900,214950,224900,209900,205000,202400,197000,199900,209450,199950,199900,198950,195450,195900,195000,189900,192200,188000,187450,186400,189950,196450,202900,199900,196500,193700,201400,206950,198500,199000,201450,202400,192400,207400,209900,220000,210000,199950,199900,199900,204001,204001,199900,2e+05,209000,224950,229900,236500,229900,225000,226450,229900,229900,229500,219900,218700,209999.5,230000,246400,262400,264900,262450,264900,264900,260900,249900,255000,266750,271950,269900,272400,269450,269000,274999,269000,259000,259900,266950,275950,269900,277450,3e+05,290000,283000,270000,269450,276200,279900,284500,287400,289900,319450,305500,283750,285000,315000,289900,299950,3e+05,292500,295000,325950
"75115","Desoto","TX","Dallas-Fort Worth-Arlington","Dallas County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256900,275275,256900,262880,264775,279900,305392,311594,284900,319990,331450,331450,321995,299500,294000,309499.5,320019,318950,312450,307449.5,319000,328999,345990,359900,329990,334390.5,327000,310000,330000,337500,330000,350000,350000,350000,319500
"30114","Canton","GA","Atlanta-Sandy Springs-Roswell","Cherokee County",127,364900,359900,359000,339934,339968,339900,339968,329950,344900,339900,339450,329900,322500,325000,327900,339900,334900,325000,320000,315000,315000,317250,314700,319900,319949.5,319999,325000,329900,329900,319900,319900,319900,309900,312750,312750,314500,315000,315000,327450,339900,337400,339900,344650,340000,340000,337000,335000,349699.5,354950,359950,339950,362400,375000,384950,382975,379900,380000,384900,389900,377450,377500,379450,379000,369999,369900,363650,353900,353900,364900,365000,366567.5,360700,355950,374067.5,374950,399900,397110,390000,390000,375000,369900,375000,366250.5,354900,368312.5,374500,379900,369900,381945,379950,384950,386500,389900,389628,379900,387900,388450,405927.5,400427.5,385000,380000,388961,384950,386961,384950,385000,371000,385000
"75093","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799990,812495,950000,995000,995000,995000,999994.5,999000,999000,954500,925000,937400,909950
"19382","West Chester","PA","Philadelphia-Camden-Wilmington","Chester County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999900,1012400,1140000,1084900,1012400,865000,950000,949950,950000,974900,909495,899995,919000,899990,899000,880000,889500,880000,880000,880000,880000,880000,880000,880000,899000,899000
"33178","Doral","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",130,,,,,,,,,,,,,,,,,,,,,,,739000,794445,807450,789900,739000,739000,775000,795000,750000,750000,764499.5,739000,742000,745000,780000,799000,789500,777000,776500,775000,777000,750000,789500,779000,842990,849950,868000,842990,779500,792500,820000,789000,789500,825000,795000,825000,870000,895000,887950,849900,880900,865000,872000,850000,775000,849000,849000,890000,799450,880450,883500,850000,835000,850000,850000,849900,849900,849900,849900,849949.5,849900,849900,854950,854950,890000,915000,895189,895189,912950,895000,905450,915000,897000,910900,896900,899900,915000,915000,899900,899000,899000,899000,915000,968000,970000,928750
"75071","McKinney","TX","Dallas-Fort Worth-Arlington","Collin County",131,430000,422500,372445,382400,369990,374900,375000,359900,353990,359990,357400,359949.5,368900,370900,379950,399990,399990,409900,399945,399900,405000,409000,394900,389850,389900,381950,369900,345000,374900,371640,369945,394700,426655,394900,375750,394900,399900,375000,378287.5,380000,387499.5,383950,381195,376495,382990,340990,359000,382990,379990,389475,374786,376995,419950,426990,430000,430000,428445,418600,409400,435000,431945,445141,440000,453072,445960,450000,442500,465542.5,489490,486790,477990,466990,448800,438475,430900,419000,437694,428399.5,426808.5,440000,447245,436990,442667,448900,459000,487990,477450,469900,472490,479990,479990,473990,473995,479661,454990,457383,458660,459000,478450,469900,474220,450000,450000,459000,458995,454000,474900,474824.5
"75068","Little Elm","TX","Dallas-Fort Worth-Arlington","Denton County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357879,350773,354990,360973.5,359900,345000,352495,339950,354400,359500,359000,359250,356950,357245,350000,388886,389000,378950,397637,374199,399000,349900,399000,399900,399900,415000,418200,424128,420896,433418,410570,416825,399994.5,399990,403990,401990,428900,418745,414945,409250,405490,411450,405945,404950,399900,399900,419900,407197.5
"30319","Brookhaven","GA","Atlanta-Sandy Springs-Roswell","Dekalb County",133,849000,749450,750000,750000,799000,750000,799000,798000,709950,699000,680000,699000,642500,599000,619900,677000,630000,649900,589000,575000,624500,649900,649950,672450,675000,675000,679900,695000,749900,749450,759000,765000,744450,7e+05,739500,699900,699450,734950,740000,772250,775000,766000,750000,762500,750000,772450,775000,775000,775000,772450,799900,827000,799900,795850,793000,828500,825000,799950,825000,799450,829000,850000,885414,879900,850000,892400,892400,899900,899450,985000,975000,987450,939000,939900,949000,949000,949950,950000,965000,957500,939950,899900,899900,899900,907450,934950,935000,995000,985000,1072000,999900,1089000,999900,999000,987450,987450,899900,937000,939000,950000,999250,995000,999250,999500,1075000,1025000,1050000,1079500
"97702","Bend","OR","Bend-Redmond","Deschutes County",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757000,753375,764717,771688.5,779742.5,779742.5,784742.5,789000,799000,799000,799000,864950,886450,886450,869000,799000,799000,773750,759450,779250
"37043","Clarksville","TN","Clarksville","Montgomery County",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332900,331400,347900,325200,317400,311050,313400,311650,314900,314900,309900,305000,305000,309900,309900,314925
"92024","Encinitas","CA","San Diego-Carlsbad","San Diego County",136,1749000,1795000,1599000,1724450,1687450,1549450,1399000,1399000,1399900,1372500,1258000,1214500,1239500,1258000,1250000,1245000,1248500,1190000,1156750,1150000,1079990,1052495,1075000,1074950,1182000,1350000,1299900,1299900,1315000,1349000,1315000,1300000,1312000,1374500,1412000,1497450,1498200,1498200,1446600,1665000,1599000,1512500,1439400,1562444,1587000,1609500,1598900,1512000,1485000,1645000,1747500,1599000,1536990,1468600,1462795,1481800,1462795,1547450,1595000,1547499.5,1599000,1580000,1612000,1699000,1750000,1695000,1762500,1745959,1699999,1637497.5,1650000,1597444,1595888,1799000,1875000,1885000,1857450,1799000,1799499.5,1900000,1875000,1798000,1699000,1761157.5,1711657.5,1797000,1799500,1777000,1759000,1797000,1799000,1892000,1752000,1751500,1850900,1925000,1925000,1995000,2024950,2024950,2039500,1998000,1996500,1929000,1877000,1995000,1995000,1998000
"95624","Elk Grove","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469900,505000,521445,539495,534450,535000,524949.5,5e+05,519939,497475,487450,497475,480000,539999,549000,549000,534900,525000,517000,499900,499000,505000
"92618","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020495,2060995,2159995,2030995,2130775,2137166.5,1999888,2162995,2162995,2115220,2134550,2194397.5,2184397.5
"77386","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494990,509990,549000,519990,553651,539900,592281,535990,517990,518990,504990,499900,478278,492159,498495,488770,497554,504990,499379,491490,485379,481990,437490,430990,427990,408990,433990,442006,431990,419990,421990,413490,438990,438990,440488,435000,434450,418945,415990,421900,415990,4e+05,4e+05,417279,408990,419990,419490,419490,418990,418990,416992.5,407490
"92880","Eastvale","CA","Riverside-San Bernardino-Ontario","Riverside County",140,389000,388200,395000,390000,389000,395000,395000,389900,399000,399800,399450,397000,395000,395000,389900,387600,384500,384500,385000,380000,380000,379880,379880,379990,375000,375900,370000,369950,370000,359000,364900,379950,389000,399000,405000,406500,410000,414995,429900,450000,459000,484500,514750,519900,519000,509000,512500,525000,525000,529949.5,530000,530000,529900,528944,539999.5,540000,539000,539000,538000,529875,529000,529500,537500,549888,549998.5,549800,546500,552688,549900,555000,549900,550000,549950,549900,550000,554950,549900,559000,560000,565000,565000,570000,569395,568444,575000,578000,582500,595000,595000,616500,618880,622944,620000,619000,619000,619000,628000,629500,638900,635000,636950,629888,634949.5,629000,622500,619998,619998,622500
"89129","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",141,,,,,269922,295000,259900,240000,237050,245000,247900,236300,235000,234900,239000,235000,229900,225000,219900,219950,215500,215750,210000,204900,209000,217990,209950,220245,229900,236449.5,232500,237899,239000,227500,230000,227500,225000,225500,240000,250000,249000,262400,275000,293000,275000,260000,280000,293500,299900,299000,307500,307500,319950,320888,322944,319900,329900,329900,325000,322500,325000,324990,324995,330000,329900,324900,329995,337860,339990,329900,335000,319000,311000,331950,339900,339500,339000,349749.5,347950,349700,349700,350000,349500,359500,382450,382400,370000,374949.5,375000,369000,385000,389000,375500,379000,402449.5,404249.5,399999,429000,460000,450000,450000,450000,452990,450000,445000,439949.5,464445,435000
"78258","San Antonio","TX","San Antonio-New Braunfels","Bexar County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498000,465950,445000,445000,412000,409883.5,425990,429900,425990,431049,444950,444950,422777,399999,399900,414888.5,419747.5,424900,445450,429777,429777,450950,463995,459777,442990,449900,449950,439900,447490,439450,443990,449000,445490,449500,454345,456990,449000,432995,479900,459900,487801,472450,459000,465400.5,450000,441750,429250,448400.5,465000,508692.5,489900,452396,449000,451061.5,453689.5,452623,439000,437000,425000,427000,440450,419900,429000,440950,447000,450000,469925,464774,469925,449950,449950
"78504","McAllen","TX","McAllen-Edinburg-Mission","Hidalgo County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462450,449950,449900,419900,395000,405000,389000,389500,403750,369000,360000,360000,365900
"77407","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",144,262280,271000,261000,269950,261000,259999,257000,258950,275990,277990,281576.5,275495,275970,272950,272475,288234,299000,294446.5,287946.5,275950,264950,265000,265975,268450,266950,269950,267975,274447,275950,275950,284950,289017,292975,291450,289975,318200,334746,296990,306400,308219,307900,319445,325990,325490,324503,330171,330216,330504.5,329945,330990,332900,332945,333990,349900,319950,328000,359950,345000,352450,378990,384445,370990,381970,379950,391037,399000,406990,423990,426925,409994.5,403495,363990,379490,345000,341950,357990,363484,366990,352950,356115,368990,354990,357450,373062,369153.5,372490,394995,425000,444900,441450,439900,439450,439900,448235.5,448990,447481,441509.5,432990,411990,399974.5,398495,409999,399950,398950,394950,393475,394950,394950
"55044","Lakeville","MN","Minneapolis-St. Paul-Bloomington","Dakota County",145,429990,446010,439900,439990,415400,407900,399900,374500,376750,374700,374900,364900,364278,349900,356565,360310,374250,374900,349900,349900,349850,367400,369900,377368,357400,357400,354900,352400,352400,349900,342400,339900,375375,350000,354742.5,389000,379900,362375,379900,384900,399890,377400,378900,409900,446960,432035,431517.5,439900,429900,424886,424950,427445,420990,422990,421445,422200,412400,402957.5,417122,409900,425895,404900,407200,429900,429495,439000,449900,449750,448250,445000,449900,449900,449500,449950,456800,449900,449450,440990,449900,445490,444095,449900,449900,444547.5,444950,444950,454900,456990,464900,450000,449950,452450,456950,452450,450000,452450,470000,479900,473900,471945,482900,479900,471945,468477,469900,477700,471495,469900
"22554","Stafford","VA","Washington-Arlington-Alexandria","Stafford County",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534990,534990,514950,511970,505085,503495,479900,495000,469900,466950,479000,484000
"75025","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437000,399900,449900,449900,449900,439400,425000,399990,399990,4e+05,435000,439000,443950,446500,447450,447450,436900,435000,445000,442450,434450,439000,429450,425000,449000,440000,460000,472495,482000,473750,478500,479500,490997.5,465000,479000
"75034","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",148,559000,649900,629900,560000,5e+05,497000,525000,495900,452445,459900,457400,459900,460900,460900,459900,503450,527765,529900,525000,512950,549900,538900,537000,535000,534900,536250,599900,564900,574799,575250,599900,599900,574900,579000,564900,559950,549450,547900,579400,597450,581900,600519,590000,604900,597762.5,561445,588900,599990,589900,596525,599990,612445,614900,579950,574900,625076.5,584900,596125,596260,630000,639183,624900,624950,637900,634900,635757,644400,655425,647900,645000,637580,646651.5,645900,669999,650344,656283,649499.5,675000,685094,694438,700437,699450,682213,676309.5,675330,718987.5,736726,750000,749994.5,739510.5,749900,749900,745365.5,742900,724029,739900,739863,743950,737663.5,724514.5,725000,737831.5,749854.5,792450,771930,771900,785990,785990
"33176","Kendall","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",149,1099999,1049983,1074500,1027000,999000,929500,901821.5,929500,899000,899000,912000,899000,849000,840000,779000,857499.5,857499.5,859000,799000,849500,758000,777000,791500,790000,824000,775000,8e+05,799000,820500,842000,839000,819500,848800,814500,799000,799000,799000,799000,740000,740000,670000,749000,757249.5,775000,739441.5,757950,844700,849500,887450,949000,938491.5,927000,913000,9e+05,927000,899450,950000,950000,975000,899000,899000,945000,899900,9e+05,899000,899000,950000,950000,949500,877500,9e+05,9e+05,887000,899500,9e+05,899000,899000,899000,929000,974500,899900,966500,1049000,998000,959000,995000,995000,959000,989000,995000,984500,998000,1037500,1061500,1164500,1184500,1170000,1150000,1049000,979000,995000,1100000,1100000,1125000,1250000,1224500,1299000,1299000
"38017","Collierville","TN","Memphis","Shelby County",150,464850,449900,449000,439000,425000,418950,404950,399900,399900,399450,404450,399900,405999.5,412000,412000,399400,413500,415000,398000,389450,375000,389400,385000,379900,379900,384950,399000,396450,419450,412500,419900,420000,434900,446800,434900,451800,434900,424950,427450,447500,429900,425000,449500,458800,439999,439949.5,439900,449888.5,474900,466331,462450,465000,465000,449700,447750,449500,449950,489000,492900,492900,474300,469900,469900,467400,448000,425000,449000,484950,487000,482000,487000,505187,519900,526350,519900,589000,519900,532800,549900,530900,549000,5e+05,525000,512000,520000,525000,549900,525000,529590,549900,567450,580890,562450,567322.5,559645,542959.5,534602,547729.5,567450,559758,557379,609950,561968,561076,552500,558229.5,568184,568184
"23434","Suffolk","VA","Virginia Beach-Norfolk-Newport News","Suffolk City",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349450,369900,339450,333700,325000,332400,346950,359900,359900,354950,359900,357650,357900,349900,339000,332150,345000,349900,345381,334900,339900,334900,335000,334900,339900,348775,349000,344900,349950,335500,334900,332400,354900,339900,339900,354900,352400,354000,349900,334900,325900,325900,320260,337910,332900,339900,349900,349777,359867.5,362500,363900,362000,359990,354990,347480,345900,341920,341920,330900,344900,349900,349900,344900,349400,354900,355000,355000
"33033","Homestead","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000,225950,227000,240990,249000,247995,255900,254990,259900,270495,270990,274990,271990,272490,271945,274990,261950,249900,259000,251800,257900,275000,277995,280990,280990,292000,274950,274950,286445,295000,297000,295000,337340,343540,335490,325000,327900,336990,347590,336445,327832,330000,327450,343900.5,334395,334445,337495,341990,346690,354440,355440,359900,349000,345000,344900,346990,337636,335495,336990,340000,349000
"30016","Covington","GA","Atlanta-Sandy Springs-Roswell","Newton County",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251990,258990,255680,255680,255335,255490,256990,252040,255990,256490,260990,250990,255526,255526,254990,259490,265845.5,264990,264990,264945,264990,264990,270490,271990,271990,269900,272998,272415,276740,284040,288900
"28173","Waxhaw","NC","Charlotte-Concord-Gastonia","Union County",154,599000,589000,567500,549999,549999.5,476450,465000,469450,460000,445000,499900,499950,501550,549900,539950,5e+05,499900,519900,499450,499000,454876,455000,432622,427359,440152,442999.5,424487.5,416306,405000,415597.5,429731,445108.5,440557,429731,459580,448797.5,455465,481537.5,491415,494415,491660,484400,491530,477450,473268.5,439900,448900,429900,424900,434310,424590,467565,455000,461990,469272,467911,479950,485000,487346,488818,479000,488818,470089,478500,479850,475000,450000,494900,519900,519900,529450,5e+05,509900,542500,524950,564950,579000,532450,565000,545000,531000,531531,545000,512000,560000,559500,552000,528900,549500,525000,525000,524500,519900,502570,512000,534315,538917.5,559950,593499.5,585000,591499.5,550000,550000,543000,560000,554950,525000,530000
"92223","Beaumont","CA","Riverside-San Bernardino-Ontario","Riverside County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284950,287445,287450,294000,295000,291047,295450,301990,316290,319000,320057.5,323790,324140,325000,312449.5,315000,315000,315000,312500,314900,321950,319000,335307.5,335615,336650,330000,332450,332450,332450,339900,338850,354900,354900,340000,344200,355750,342500,369900,360000,359000,360000,350000,349950,352450,362500,364999,369949.5,375000,395000,399700,394900,394400,387000,382449.5,394900,389000,397900,398450,399450,396450,398900,404900,406400,407394,406850,411900,414400
"58201","Grand Forks","ND","Grand Forks","Grand Forks County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,395000,399700,398000,386950,389629.5,389900,399900,399900,399900,399900,399900,384900,399900,419900,414450,424926,424926,441950,424900,419900,409450
"66502","Manhattan","KS","Manhattan","Riley County",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,268900,271950,264900,250950,251950,249900,252400,254900,255000,254900,244900,264900,246950,237900,260000,274000,271950,271950,269900,269900,277450,259000,250000,259000,274950,285000,277475,271250,260000,259450,260000,260000,259500,259750,262250,264950,265000,262900,262900,265000,257500,277450,269900,254500,260000,274000,261250,284450,289450,289900,289900,269900,255000,252450,245000,244950,254950
"75024","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669000,649900,627450,615614,672500,635000,575000,592450,599450,590000,544949.5,535000,509900,544500,544750,545000,523450
"98391","Bonney Lake","WA","Seattle-Tacoma-Bellevue","Pierce County",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407450,344089.5,336214,374925,334950,360000,351950,339995,339995,344995,341247.5,344995,349975,351450,349950,350000,352900,356000,353452.5,352900,368900,351425,359000,369990,376945,371400,366480,349974.5,363000,365000,375362.5,369500,384950,380475,399888,4e+05,417450,429450,419900,419900,439995,449947.5,524990,524990,492490,489990,489990,459475,474970,449999,494990,494990,480000,469950,451540,464950,444815,489950,486268,486214,484346,493534,493558.5,481658,476733,476911.5,499900,524789,504925,511894.5,532475,533223,525000,547495,550000,533223
"29073","Lexington","SC","Columbia","Lexington County",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177772,182111,177772,176336,197500,186900,183111,184764,170900,171083.5,181816.5,178869,205616,225930,215367,231439,243900,246122.5,249900,250050,217450,223900,221000,241900,220250,217450,225047,226900,229500,229900,229569,236365,250966.5,229569,230449.5,229999,223739,226240,237345,231195,224819.5,223569.5,222800,216400,222900,222845
"92037","San Diego","CA","San Diego-Carlsbad","San Diego County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3769000,4137500,4497500,4747497.5,4600000,4500000,4500000,4650000,4499995,4099995,4200876,3995000,3880000,3975000,3998997.5,4320000,4395000,4472500,4499000,4645000,4100000,4295000,3695000,3700000,3998000,3950000,3724500,3749500,3700000,3749000,3995000,4147938,4546500,4475000,4347938,4297938,4295000,4295000,4172500,3995000,3995000,4136500,4345000
