"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12"
"Austin","TX","Austin-Round Rock","Travis County",11,351498,329999,329500,324550,349000,349000,343207.5,340409,329900,335000,324995,327469.5,339000,339462,345495,360000,359175,354990,359450,358950,335000,349000,325475,329000,330000,329000,349900,350000,350000,349970,350000,345000,327887.5,312990,334990,333750,329945,342500,360000,363490,369900,375000,395000,389990,389995,379990,381990,394488,381290,399900,423177.5,425495,424990,429000,439990,435000,430490,418000,407500,416352.5,425990,432990,435990,443829,441490,441295,434995,434445,427490,430990,429260,411990,429951,419990,419990,424990,432950,446900,450000,424945,430000,455995,485000,484990,449900,449990,449450,457450,479900,498405.5,470990,457656,465000,465990,425990,439900,435000,432990,440990,432990,441990,437945,443490,430000,442490,445000,454052.5,460492.5
"Jacksonville","FL","Jacksonville","Duval County",12,220000,219450,218999,213415,209912,207000,2e+05,199900,199900,199900,199000,195000,190000,189900,189900,189900,189900,184250,185000,184900,179990,179960,179000,176990,176940,176000,175000,177990,179990,179990,180990,179900,180990,180990,183990,183990,188990,189900,200990,203990,210000,212990,212990,209990,206990,205990,205990,205990,205990,209499,215990,219000,220000,220000,220261,225000,221990,220990,219990,224500,229000,229000,233000,239900,242990,248990,244900,243990,239990,238700,239900,239990,239990,239990,247242.5,249945,254800,259900,249900,249000,249450,249400,245945,244900,244900,249000,259900,268000,269995,269900,269650,265000,268500,274775,265000,260000,264900,269900,275888,279990,283990,284995,283990,278745,275400,275000,270000,272450
"San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195000,1952500,2137500,2032500,1992500,1990000,1895000,1895000,2150000,2375000,1998500,2281500,2237000,2198000,1995000
"Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",14,159900,159000,162500,159900,159900,159900,159900,158200,155851,159200,154900,149900,149900,149900,150000,152398.5,156900,155000,156900,154900,154900,150000,145173,139900,139900,144900,145000,145000,148997.5,150000,149900,149999,150000,149000,147900,147000,144900,150000,160000,165000,169900,171900,169900,168900,169000,168950,166900,164900,159950,164900,168000,178495,179000,179900,179900,179000,175000,178999,175900,174900,174900,177862.5,179500,188250,189900,189900,189900,179999,184900,185000,185000,181250,179900,176450,180000,184900,189900,195000,194900,189900,189900,189900,189250,185000,184999.5,184900,189000,197500,199900,204499.5,214200,219947.5,215000,212450,214000,219197.5,229697.5,235000,235000,237250,239900,241990,236980.5,235000,234900,234900,229900,229500
"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",15,286900,285000,285000,284900,282000,284900,284000,280000,269999,264768.5,262038.5,250000,250000,254995,259900,264600,265000,261995,265000,264900,262871,257375,250000,250000,250000,264900,274561,280000,283215,283215,269450,271990,265000,269000,262990,259400,259900,284375,295740,312990,309900,304245,294900,294900,285000,285000,279000,270990,269900,280000,292175,305495,299900,307000,3e+05,306995,313990,314730,312900,309000,309950,315000,325000,349900,350000,349900,349000,342062.5,343900,340000,337778,325000,329900,359900,375000,381000,374900,377000,372000,359900,359046,359739,359900,362294,369900,368350,380000,399900,4e+05,399000,387900,379909,385000,395499.5,389000,383950,391400,404900,401900,4e+05,403550,415000,409000,4e+05,409900,409450,408000,399400
"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",16,171025,173000,174900,175000,175000,174900,174700,172950,175000,175000,174900,172610,169990,170000,169900,169900,171000,172990,170000,170000,174900,174900,174900,172990,170000,173525,171995,174900,174990,175550,176990,178125,177000,179463.5,179900,179900,179900,182942,184725,188990,192923,195000,195000,199000,198870,199000,198000,199900,203709,208297,214392.5,215000,219000,214950,219000,221608.5,225000,229900,229000,232995,235000,231495,235000,235000,232147.5,231995,230000,232900,234737.5,239000,239990,240995,249900,245000,249000,249900,255000,264900,260000,260000,261490,268945,265000,261280,264900,265750,275000,277436,279900,281050,281100,281820,285000,282990,279945,279052.5,284000,285000,289000,289450,288587,287900,289000,292900,290000,289990,291167,289900
"Columbus","OH","Columbus","Franklin County",17,155900,155000,155900,157900,159900,157900,155900,155900,159250,159900,154900,145000,139000,142910,148707,149000,155000,159000,154900,157900,159900,154950,148000,144000,139000,145405,149949.5,157100,159900,159900,159900,156900,157837.5,149900,140000,139990,134900,139900,139900,158900,164900,164900,167500,159900,157900,159900,159900,150950,149900,151000,165000,169900,174900,179945,179900,176900,175000,169900,169900,169900,169900,174900,183500,196700,205000,214500,212400,199500,199900,195500,196900,193900,199250,194338.5,211000,214900,218950,221950,221200,219900,219900,215000,210000,205000,199000,200990,209900,219900,236950,235450,228000,234900,223995,230000,224950,219450,223990,223490,225500,235945,239400,245000,249900,239500,228495,230000,235000,233750
"Tucson","AZ","Tucson","Pima County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281495,273500,274500,273000,268700,264900,258872.5,274900,270000,260000,248400,250000,256000,266369,267483,255587.5,265900,264542.5,263585,258045,258420,261500,267990,259650,257150,255400,260495,264400,264900,273990,264195,267445,272825.5,264720
"Louisville","KY","Louisville/Jefferson County","Jefferson County",19,249900,264900,249900,249900,249900,249900,249900,249900,254850,255000,259900,249900,259900,252770,249900,249900,244900,239950,235000,248250,249000,254770,249900,244900,239900,249000,265000,274500,267400,270450,269900,260000,248900,246238,254950,252450,243497,245000,249900,259900,259900,255000,254900,269700,276235.5,269900,268400,270000,287006,289750,317450,344950,324900,3e+05,299900,295434,292000,289900,279048,299000,318999.5,329000,295756,294512,294000,287517.5,289975,285055,289900,294500,290000,299000,304900,308900,305815,311900,319000,319000,315000,319450,317802.5,324047,340950,349950,338250,333000,329900,347900,350000,350000.5,349900,354000,350329.5,351583,334521,329995,339450,360000,370363,364900,369950,351990,349900,345959,354900,348990,348990,349000
"El Paso","TX","El Paso","El Paso County",20,199500,208000,197750,199500,199900,199900,204900,2e+05,2e+05,204200,203250,203250,204900,199950,2e+05,209974.5,209888,199925,199900,199950,199900,199000,191450,193750,197247,195950,190000,193950,189950,194750,199500,195000,198999,192565,198225,193000,191950,192950,190000,191900,198950,199900,199900,199900,199900,205000,204750,202950,205165,205900,207947.5,211500,209950,206700,205000,208425,204250,199974.5,196950,199900,199950,199525,199950,199075,200450,202475,199950,196975,195000,194900,194998,193450,193925,192950,196950,196950,201650,196950,198925,199595,2e+05,202950,202500,204950,205000,205450,205450,199999,204900,202950,204970,201850,197850,196000,195885,195950,2e+05,204925,210477.5,209900,210000,212000,211950,214940,214900,211450,215000,215900
"Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",21,219900,215000,212945,212990,209900,201990,199900,199999,199900,199000,199000,196990,195000,189990,194990,190500,199000,199900,198500,195000,192450,195895,189900,189000,185000,180000,189900,197375,208745,210000,218110,220490,229240,239000,239000,240000,242490,249000,256977.5,259900,264900,267445,269000,266390,275000,273990,270000,270450,272945,275000,279000,274900,269000,263990,279925,279900,275000,274992.5,279900,279000,280995,279900,279900,279900,284900,289000,289900,3e+05,299987,299990,299900,299999.5,304900,299900,307985,305990,299900,298900,299900,299500,299900,299945,299990,300424.5,314900,323927.5,329000,335450,340000,338445,338445,335745,336490,334943.5,337883.5,339500,335000,337495,344900,347900,346695,346900,344992.5,339900,340000,340000,339995,339900
"Denver","CO","Denver-Aurora-Lakewood","Denver County",22,477000,485000,489000,473900,475000,465000,475000,463950,449900,430622.5,409950,389900,375000,369900,364250,379900,409974.5,399999,399925,399000,424000,414150,399900,395000,417450,419900,475000,479990,447658,446316,435000,454000,465000,497750,474900,469000,460762.5,456483,474136,459975,492475,514000,496429.5,511846.5,527000,527450,499950,499000,525000,539950,549000,585000,605000,632500,595000,588950,584000,560000,574950,579900,582450,596750,619900,627936,649900,644000,649000,625000,659900,699000,699000,695000,675000,677250,695000,699900,689900,699450,675000,665000,635900,635000,635000,635000,639000,649972.5,690000,734450,725000,714950,729000,699900,680000,675000,665271,663900,649900,680900,699000,705950,699000,695000,699000,699000,664900,641200,665000,665000
"Seattle","WA","Seattle-Tacoma-Bellevue","King County",23,599950,599000,596975,579000,589000,569900,559000,559475,559000,550000,545000,529475,5e+05,499000,499000,499975,535000,550000,550000,549500,532000,525000,519500,499500,524990,539000,549950,549975,575300,585000,575000,559950,575000,579475,599950,575000,575000,575000,629000,635000,638975,629950,629475,620000,625000,639999,6e+05,599000,599957,599950,646900,675000,639000,665000,660000,647000,629950,650000,640000,642500,639888,652500,668944,699950,699999,684500,685000,675000,698500,699950,724900,759950,750000,799950,797122.5,799950,799000,795000,750000,784950,762475,750000,749950,742000,795000,825000,849925,849950,850000,872000,849950,849999,850000,895000,885000,845500,895000,925000,979950,950000,945000,942500,899900,895475,895000,895000,895000,889950
"Memphis","TN","Memphis","Shelby County",24,175900,183500,179900,179900,179900,179250,174900,169950,170500,169900,169500,164900,159900,159900,159900,159900,159900,159000,159900,159500,159900,154450,154900,147000,139900,145000,154400,159950,159000,162000,162300,159450,159900,158500,160000,160000,158400,159000,159900,169700,169900,177750,176000,174900,174900,164900,155000,154900,149900,149900,158550,155000,158000,167500,167750,169900,168000,149900,149800,139900,141750,144900,148900,159900,164950,164700,165900,155000,149900,149900,139900,139100,138900,139900,131500,146700,164900,179900,189725,179949.5,174900,175000,174500,169900,150000,147900,164900,179900,193450,185900,192000,190000,190000,195550,195000,181700,161750,189437.5,195000,209700,206400,209900,2e+05,199000,220000,217111.5,209000,199000
"Boston","MA","Boston-Cambridge-Newton","Suffolk County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794000,769900,798876,874500,899000,829000,844000,714000,679000,749499.5,799450,785000,759500,719900,745450,714900,699900,749900,819450
"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",26,397000,434450,422000,479900,495875,499900,524900,496950,486950,495000,495000,469000,465000,485370,496900,519000,529500,529450,499449.5,5e+05,519900,532450,499000,519000,560000,579500,589900,599000,609950,644000,599000,545000,595000,599900,609950,615000,619000,591450,575000,619000,661950,659999,654000,630000,662450,649900,649900,629900,619000,619900,624900,644500,674999,650000,649900,639000,631655,639000,627000,592450,599900,614900,674500,674750,699900,720250,689600,699798,722200,699949.5,699652.5,699000,699900,725000,715000,749000,765000,780000,750000,724950,746950,770000,750000,765000,749900,739000,749000,774900,814700,799900,829000,799000,839900,832500,819000,799000,767450,775000,797777,874900,904995,899900,891950,855000,875000,884950,944450,924900
"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",27,279950,290000,280000,279900,279500,274900,274900,274940,265000,266900,269981,259900,259900,249941.5,249900,256900,257900,250000,249900,250000,249900,250000,249840,236900,248750,249840,249900,259900,269000,264900,259900,268950,268950,264900,264900,259900,255000,259900,269900,274900,280465,279900,273900,279900,288750,298400,295000,285550,296900,3e+05,319900,319000,328150,330000,329900,329900,338450,359900,348988,367000,379900,369900,359000,369900,389000,385000,391950,378000,369900,389800,399900,409900,409900,449900,449900,449662,439900,439900,425000,434950,447900,448450,445900,443900,434900,439900,441950,450000,469875,475000,460000,469900,469900,479998,482900,479999,465939.5,460000,462450,449950,458950,450000,442000,445907.5,444900,449900,439900,440950
"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",28,389000,374900,375000,379900,390000,396950,385350,369900,359000,359000,359999,349900,349000,349000,357000,374950,378750,375000,374900,369000,375000,365000,369900,359900,365000,365000,365964,365000,369000,389000,370950,375000,369900,389900,389000,379950,379950,399950,424999.5,399950,419900,421000,429000,414950,449000,435000,435000,432450,415000,425000,459950,477500,459900,454500,439900,436950,428250,429500,425000,439900,464900,469900,469200,459900,470000,489900,489900,479900,499000,489950,499750,479900,475000,5e+05,532425,555394,550000,550000,539925,529925,522450,525000,529990,564394,555000,598350,575000,585000,585000,587000,579900,569997.5,577925,589900,592500,599000,599994.5,599900,624950,629900,609995,599900,599000,595000,599000,599000,599000,599850
"Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295975,305000,315000,325000,329000,318500,319000,319000,315000,310000,319925,324900,330000,325000,335250,350000,349975,350000,349000,349400,350000,345000,339000,343990,349000,355000,357495,349500,353495,365000,365000,359900,354000,369000,375000,375000,379900,383450,385000,384900,389000,384999,385000,379970,379700,375000,379000
"Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,85000,79900,79900,77900,85000,78700,89300,97700,94500,98900,109400,109900,109900,110000,109900,103150,105500,1e+05,91000,84900,92950,107500,112000,123900,114900,114900,114900,109900,1e+05,99900,99900,100850,109900,114949.5,123250,124900,124900,118750,119000,119900,109900,109900,114900,129700,125000,129900,129900,138894,143500,139000,139900,136900,134000,125900,115350,114900,119900,124900,129900,131200,129700,129700,124950,124900,120000,112350,119200,123500,124900,134900,135000,139900,137928,136400,134900,129900,126900,117900
"Fresno","CA","Fresno","Fresno County",31,239000,235000,234000,235000,230000,227900,217950,218000,219900,215850,219900,214900,214900,201570,205000,201500,210000,204900,201990,205525,2e+05,204175,207200,210000,219950,219900,209900,199000,209945,215125,222450,229950,237450,239325,236650,236450,232225,235000,246600,246300,255450,266500,266000,277600,285000,286875,285175,280700,279000,285000,293875,295000,293600,295000,303000,295200,299000,296870,295990,288965,289999,299000,299000,294900,296995,299250,295000,294675,291150,289900,290000,290000,298950,299500,309949,312500,319900,320000,321995,320000,310700,307000,3e+05,314950,3e+05,295000,3e+05,317375,329800,325000,335000,335000,344950,340000,349159,339900,335000,329950,345000,349200,353495,359850,351900,359000,360000,362100,365525,361350
"Omaha","NE","Omaha-Council Bluffs","Douglas County",32,224900,233888.5,237878,240000,245000,246574,245900,244900,239000,232000,229500,219950,219000,221900,224999.5,223000,224900,224900,223900,220000,219000,219500,219000,210000,210000,219500,225000,229900,229950,229900,228200,229900,225000,225000,228500,226900,225000,235000,247750,246900,249950,250000,254500,251975,253353,253353,250000,250000,254250,259950,263500,264500,277690,279900,274798.5,274000,275000,279995,289900,289900,295000,296000,289900,299900,305759,299900,299900,295000,280000,283772,290000,305900,310000,319999,324319.5,328250,324049.5,339250,333924,330000,337500,329900,339827.5,346000,344450,346957,340000,350000,339827.5,336500,333260,338500,339923,344900,349000,351576,349900,370054,365890,361109,357885,360080,360040,335000,330000,330000,339950,347500
"Albuquerque","NM","Albuquerque","Bernalillo County",33,279000,278500,279000,279700,279900,279900,275000,272700,269000,269000,265000,259000,250000,235000,247998,249900,257998,250000,250000,250000,259000,254900,250000,249900,249900,249900,246800,245000,250000,251395.5,259900,250000,249000,249900,250000,246500,243375,249999,254900,259949.5,269900,265596,270000,270000,274796,270000,269700,264900,259682,259900,265000,265000,269000,269900,269500,269950,268900,265000,259990,267490,264450,267495,268060,269760,275000,275000,277905,275000,275000,279555,279527.5,275000,269900,274433,284051.5,279995,289000,290000,290625,289700,289875,284900,276990,274574,270990,273500,275000,285000,286481,289686.5,285125,284500,280900,277735,274999.5,274900,275000,280000,280000,285000,281450,289000,283750,284900,277995,279000,275000,275495
"Oklahoma City","OK","Oklahoma City","Oklahoma County",34,213000,205000,205000,204950,204600,2e+05,194950,199900,204280,203267,199995,198000,195900,194900,204300,209900,219900,209900,204322.5,208260,2e+05,201500,210000,212000,209900,209500,209900,211000,219900,218700,214270,215000,214570,214900,217629,217629,214167,215856,221900,224906,229900,230000,224383.5,220000,224900,225000,223990,229500,235000,234245,234000,239500,239650,239500,239990,245000,245000,239900,234000,229900,234900,235965,241162.5,245000,245000,246800,249990,249900,239900,245900,249900,250495,249995,258900,256990,259900,265000,259995,259900,259900,259700,260000,254995,258000,256400,251137,255000,264900,259900,259900,274017,274900,280500,277990,274812.5,276000,272500,269900,278465,276000,279745,286324.5,279590,283000,284900,284950,278700,279700
"Raleigh","NC","Raleigh","Wake County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347925,404995,438945,449495,422136,394990,434945,424990,439900,447990,429990,410000,407500,459990,473990,494700,502200,534900,525000,524700,514700,519700,527350,522349.5,534800,544990,544900,549700,553490,550000,546490,548490,549990,565390,557200
"Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283470,289900,269900,275450,269162.5,287660.5,309495,3e+05,308990,317900,319655.5,313990,314990,318445,314499,317990,317990,317990,318900,327900,334476,328900,328900,319900,315000,322000,326695,339945,327232.5,326565,324745,327900,330195,345749,327495,349990,348990,348990,351685,351500,358490,361745,363000,363000,361000,364745,362500,348500,356990,355995,342990,335995,355745,360490,369990,363490,335970,346152,374898,361445,358598.5,362990,359990,363990,374990,374990
"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,499000,499000,475000,429900,404900,394218,369000,343250,327450,369500,403861,450000,499000,485000,469900,435000,439950,385800,375000,369900,394900,420000,450000,499425,519950,499950,464900,450000,452454.5,449900,439900,450000,456900,499990,499900,549900,578850,570000,559900,535000,549000,565000,589900,550000,523750,579580,612066.5,625000,657500,649900,625000,619000,607500,620000,580000,569500,575450,579900,620000,652450,681743,699000,707447.5,655000,639000,599900,562900,549950
"Kansas City","MO","Kansas City","Jackson County",38,229000,225000,230000,230000,229950,231000,229972.5,229000,229500,225000,225000,219000,215000,220000,219900,219925,220000,224950,219350,219000,214900,214950,209950,214900,215000,218000,214950,212700,215000,209900,207350,204950,199900,199950,205000,199000,192000,210000,219950,228300,219950,219900,215000,216450,209000,205000,216800,208450,199000,215000,230000,239900,249250,249500,245000,239900,239900,239800,242500,235000,235026,242750,281000,284937.5,285000,285000,283900,285900,285000,285000,290000,285500,299000,297500,3e+05,309628,299900,3e+05,301225,3e+05,300805,299900,305000,313400,315000,319900,320394,320000,320000,324900,324450,325000,324999.5,325000,326900,330000,337757.5,334950,338765,336963,347170,342300,346970,339450,334950,339950,349250,349975
